time_s,time_us,time_steady,ofs_i,mag_i,ofs_q,mag_q,post_status,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656912436,934000,5781762,4,142,-6,131,0,218,11,0,2022-07-04T08:27:16,3071,51.1989,1656912445.547349,2022-07-04T08:27:25,3070789,51.17981666666667,18339.38932963336
1656912482,940000,5827768,14,120,-14,119,0,241,11,0,2022-07-04T08:28:02,3117,51.96566666666667,1656912491.108208,2022-07-04T08:28:11,3116795,51.946583333333336,18553.25597176755
1656912496,945000,5841774,4,131,-6,74,0,130,11,0,2022-07-04T08:28:16,3131,52.199083333333334,1656912505.079056,2022-07-04T08:28:25,3130801,52.18001666666667,18616.248715046415
1656912508,968000,5853797,2,101,-1,94,0,206,11,0,2022-07-04T08:28:28,3143,52.39946666666666,1656912515.519141,2022-07-04T08:28:35,3142824,52.3804,18670.02819170586
1656912520,948000,5865777,7,172,-5,160,0,35,11,0,2022-07-04T08:28:40,3155,52.599133333333334,1656912529.55918,2022-07-04T08:28:49,3154804,52.58006666666667,18728.76933645557
1656912543,944000,5888773,19,123,-16,110,0,181,11,0,2022-07-04T08:29:03,3178,52.9824,1656912553.569876,2022-07-04T08:29:13,3177800,52.96333333333334,18840.370248659256
1656912552,935000,5897764,7,195,-14,200,0,177,11,0,2022-07-04T08:29:12,3187,53.13225,1656912563.970424,2022-07-04T08:29:23,3186791,53.11318333333334,18880.61296483538
1656912565,936000,5910765,-2,136,-4,124,0,28,11,0,2022-07-04T08:29:25,3200,53.348933333333335,1656912574.4476368,2022-07-04T08:29:34,3199792,53.32986666666667,18941.703183312333
1656912578,938000,5923767,14,125,-13,126,0,143,11,0,2022-07-04T08:29:38,3213,53.56563333333334,1656912588.0812838,2022-07-04T08:29:48,3212794,53.54656666666666,19004.79279212397
1656912589,942000,5934771,1,136,-6,130,0,201,11,0,2022-07-04T08:29:49,3224,53.74903333333334,1656912597.932345,2022-07-04T08:29:57,3223798,53.72996666666666,19051.092861774076
1656912601,940000,5946770,4,102,-5,85,0,22,11,0,2022-07-04T08:30:01,3236,53.949,1656912608.9007568,2022-07-04T08:30:08,3235797,53.92995,19121.177965433675
1656912614,995000,5959824,0,140,-6,128,0,135,11,0,2022-07-04T08:30:14,3249,54.16658333333333,1656912622.710949,2022-07-04T08:30:22,3248851,54.14751666666667,19168.16473495375
1656912626,979000,5971809,9,97,-13,87,0,222,11,0,2022-07-04T08:30:26,3261,54.36631666666666,1656912633.510972,2022-07-04T08:30:33,3260836,54.34726666666666,19219.49222448232
1656912649,945000,5994775,3,119,-4,101,0,103,11,0,2022-07-04T08:30:49,3284,54.74908333333334,1656912657.9167569,2022-07-04T08:30:57,3283802,54.73003333333334,19334.567745266548
1656912662,965000,6007795,0,142,-4,131,0,213,11,0,2022-07-04T08:31:02,3297,54.96608333333334,1656912671.7034888,2022-07-04T08:31:11,3296822,54.94703333333334,19396.025279941277
1656912673,951000,6018781,9,128,-16,117,0,15,11,0,2022-07-04T08:31:13,3308,55.14918333333333,1656912682.312564,2022-07-04T08:31:22,3307808,55.13013333333333,19449.60525381344
1656912694,927000,6039757,21,121,-13,109,0,98,11,0,2022-07-04T08:31:34,3329,55.498783333333336,1656912706.382673,2022-07-04T08:31:46,3328784,55.479733333333336,19554.839336739366
1656912722,943000,6067773,17,124,-16,113,0,121,11,0,2022-07-04T08:32:02,3357,55.96571666666667,1656912730.602808,2022-07-04T08:32:10,3356800,55.94666666666667,19694.150481398217
1656912731,926000,6076757,0,135,-2,132,0,122,11,0,2022-07-04T08:32:11,3366,56.115433333333335,1656912741.0945039,2022-07-04T08:32:21,3365784,56.0964,19742.6233905308
1656912744,926000,6089756,14,125,-14,110,0,231,11,0,2022-07-04T08:32:24,3379,56.3321,1656912751.1830409,2022-07-04T08:32:31,3378783,56.31305,19799.008238332903
1656912756,906000,6101737,0,135,-4,129,0,55,11,0,2022-07-04T08:32:36,3391,56.53176666666666,1656912765.2131438,2022-07-04T08:32:45,3390764,56.51273333333334,19859.562051001845
1656912768,921000,6113752,16,122,-16,117,0,142,11,0,2022-07-04T08:32:48,3403,56.73201666666667,1656912775.745517,2022-07-04T08:32:55,3402779,56.712983333333334,19910.94161709386
1656912780,913000,6125744,7,126,-15,118,0,229,11,0,2022-07-04T08:33:00,3415,56.93188333333333,1656912789.604168,2022-07-04T08:33:09,3414771,56.912850000000006,19964.93480289085
1656912792,906000,6137737,15,122,-10,120,0,54,11,0,2022-07-04T08:33:12,3427,57.131766666666664,1656912800.243548,2022-07-04T08:33:20,3426764,57.11273333333334,20020.150492081804
1656912803,889000,6148720,15,124,-13,110,0,105,11,0,2022-07-04T08:33:23,3438,57.314816666666665,1656912814.315188,2022-07-04T08:33:34,3437747,57.29578333333333,20067.353072392503
1656912828,911000,6173742,14,126,-13,113,0,52,11,0,2022-07-04T08:33:48,3463,57.73185,1656912835.1247919,2022-07-04T08:33:55,3462769,57.71281666666666,20180.197965846073
1656912851,890000,6196721,0,136,-1,122,0,184,11,0,2022-07-04T08:34:11,3486,58.11483333333333,1656912858.514204,2022-07-04T08:34:18,3485748,58.095800000000004,20288.454186274084
1656912857,864000,6202696,-1,131,-3,128,0,99,11,0,2022-07-04T08:34:17,3492,58.2144,1656912868.827256,2022-07-04T08:34:28,3491723,58.19538333333333,20324.010687359165
1656912872,918000,6217749,6,109,-12,96,0,17,11,0,2022-07-04T08:34:32,3507,58.4653,1656912882.4052799,2022-07-04T08:34:42,3506776,58.446266666666666,20389.65305182404
1656912883,897000,6228729,5,129,-6,126,0,75,11,0,2022-07-04T08:34:43,3518,58.64828333333333,1656912892.894541,2022-07-04T08:34:52,3517756,58.629266666666666,20442.05183480667
1656912908,909000,6253741,5,100,-19,100,0,9,11,0,2022-07-04T08:35:08,3543,59.06515,1656912916.764492,2022-07-04T08:35:16,3542768,59.04613333333334,20572.312198101947
1656912921,926000,6266758,3,111,-2,126,0,125,11,0,2022-07-04T08:35:21,3556,59.2821,1656912930.40534,2022-07-04T08:35:30,3555785,59.263083333333334,20638.040945237222
1656912933,924000,6278756,1,125,-8,127,0,212,11,0,2022-07-04T08:35:33,3568,59.48206666666667,1656912941.1548119,2022-07-04T08:35:41,3567783,59.463049999999996,20699.10183380811
1656912944,920000,6289752,13,122,-13,109,0,2,11,0,2022-07-04T08:35:44,3579,59.665333333333336,1656912951.707973,2022-07-04T08:35:51,3578779,59.646316666666664,20756.619457186054
1656912956,890000,6301722,5,107,-12,103,0,87,11,0,2022-07-04T08:35:56,3591,59.86483333333333,1656912965.416328,2022-07-04T08:36:05,3590749,59.845816666666664,20826.21912177113
1656912968,913000,6313745,15,102,-7,83,0,175,11,0,2022-07-04T08:36:08,3603,60.065216666666664,1656912975.736176,2022-07-04T08:36:15,3602772,60.0462,20889.33865962081
1656912979,947000,6324779,6,164,-4,158,0,234,11,0,2022-07-04T08:36:19,3614,60.249116666666666,1656912989.70586,2022-07-04T08:36:29,3613806,60.2301,20950.744443357933
1656912987,958000,6332791,18,122,-13,110,0,207,11,0,2022-07-04T08:36:27,3622,60.38263333333334,1656913000.0259929,2022-07-04T08:36:40,3621818,60.36363333333334,20996.272431017438
1656913004,943000,6349775,-8,127,2,120,0,168,11,0,2022-07-04T08:36:44,3639,60.66571666666667,1656913009.9768078,2022-07-04T08:36:49,3638802,60.6467,21095.805955907526
1656913016,932000,6361764,0,100,-6,90,0,255,11,0,2022-07-04T08:36:56,3651,60.86553333333333,1656913023.706585,2022-07-04T08:37:03,3650791,60.846516666666666,21157.772647338956
1656913027,897000,6372730,9,122,-9,109,0,57,11,0,2022-07-04T08:37:07,3662,61.04828333333333,1656913034.2853608,2022-07-04T08:37:14,3661757,61.02928333333333,21216.68859924058
1656913039,917000,6384750,-1,127,-6,123,0,141,11,0,2022-07-04T08:37:19,3674,61.24861666666666,1656913048.406097,2022-07-04T08:37:28,3673777,61.229616666666665,21277.940145370198
1656913063,939000,6408771,10,134,-14,134,0,50,11,0,2022-07-04T08:37:43,3698,61.648983333333334,1656913073.2656279,2022-07-04T08:37:53,3697798,61.62996666666666,21396.75814359088
1656913075,924000,6420756,-3,101,-5,85,0,137,11,0,2022-07-04T08:37:55,3710,61.848733333333335,1656913083.917757,2022-07-04T08:38:03,3709783,61.82971666666666,21456.269338824535
1656913087,959000,6432791,8,113,-9,104,0,225,11,0,2022-07-04T08:38:07,3722,62.04931666666666,1656913098.0070848,2022-07-04T08:38:18,3721818,62.030300000000004,21513.18928935893
1656913097,904000,6442736,4,132,-9,126,0,243,11,0,2022-07-04T08:38:17,3732,62.215066666666665,1656913108.7057638,2022-07-04T08:38:28,3731763,62.19605,21563.69446379478
1656913107,900000,6452732,3,115,-13,110,0,14,11,0,2022-07-04T08:38:27,3742,62.38166666666667,1656913117.987452,2022-07-04T08:38:37,3741759,62.36265,21606.42458919809
1656913124,956000,6469789,-13,53,-2,58,0,245,11,0,2022-07-04T08:38:44,3759,62.665933333333335,1656913132.436013,2022-07-04T08:38:52,3758816,62.64693333333333,21685.771052692264
1656913135,916000,6480749,-3,121,-8,124,0,46,11,0,2022-07-04T08:38:55,3770,62.848600000000005,1656913143.846364,2022-07-04T08:39:03,3769776,62.8296,21738.289426750995
1656913148,909000,6493742,-5,93,-5,73,0,148,11,0,2022-07-04T08:39:08,3783,63.06515,1656913157.065676,2022-07-04T08:39:17,3782769,63.04615,21805.32910266064
1656913160,928000,6505761,-4,124,-1,122,0,235,11,0,2022-07-04T08:39:20,3795,63.26546666666666,1656913167.736245,2022-07-04T08:39:27,3794788,63.24646666666667,21862.383487111103
1656913170,932000,6515765,11,124,-10,112,0,9,11,0,2022-07-04T08:39:30,3805,63.432199999999995,1656913177.386093,2022-07-04T08:39:37,3804792,63.413199999999996,21911.67327790492
1656913191,941000,6536774,0,133,1,121,0,87,11,0,2022-07-04T08:39:51,3826,63.782349999999994,1656913201.633313,2022-07-04T08:40:01,3825801,63.763349999999996,22022.83808457009
1656913206,906000,6551739,1,110,-44,166,0,0,11,0,2022-07-04T08:40:06,3841,64.03176666666667,1656913215.406028,2022-07-04T08:40:15,3840766,64.01276666666666,22100.331549487873
1656913228,932000,6573766,-2,123,0,116,0,117,11,0,2022-07-04T08:40:28,3863,64.39886666666666,1656913239.696197,2022-07-04T08:40:39,3862793,64.37988333333334,22222.150312628222
1656913241,909000,6586742,-2,128,-1,126,0,219,11,0,2022-07-04T08:40:41,3876,64.61515,1656913249.536032,2022-07-04T08:40:49,3875769,64.59615,22298.801702898072
1656913252,948000,6597781,12,115,-13,114,0,22,11,0,2022-07-04T08:40:52,3887,64.79913333333333,1656913260.237268,2022-07-04T08:41:00,3886808,64.78013333333334,22361.96393341007
1656913264,933000,6609766,-6,93,5,98,0,109,11,0,2022-07-04T08:41:04,3899,64.99888333333334,1656913273.596413,2022-07-04T08:41:13,3898793,64.97988333333333,22433.61147727825
1656913271,927000,6616760,11,115,-9,105,0,53,11,0,2022-07-04T08:41:11,3906,65.11545,1656913283.9976928,2022-07-04T08:41:23,3905787,65.09644999999999,22471.78888853391
1656913296,941000,6641775,5,117,-3,112,0,243,11,0,2022-07-04T08:41:36,3931,65.53235,1656913308.0077999,2022-07-04T08:41:48,3930802,65.51336666666667,22616.499006776525
1656913310,912000,6655746,10,106,-12,112,0,131,11,0,2022-07-04T08:41:50,3945,65.7652,1656913318.479333,2022-07-04T08:41:58,3944773,65.74621666666667,22690.369287301895
1656913322,916000,6667749,-5,130,1,123,0,218,11,0,2022-07-04T08:42:02,3957,65.96526666666666,1656913332.228245,2022-07-04T08:42:12,3956776,65.94626666666666,22754.180963443203
1656913334,910000,6679744,-10,101,4,94,0,40,11,0,2022-07-04T08:42:14,3969,66.16516666666666,1656913342.438653,2022-07-04T08:42:22,3968771,66.14618333333334,22815.197749190156
1656913346,899000,6691733,1,114,-4,107,0,122,11,0,2022-07-04T08:42:26,3981,66.36498333333333,1656913356.0469248,2022-07-04T08:42:36,3980760,66.346,22878.98448919839
1656913358,897000,6703731,2,132,-7,122,0,209,11,0,2022-07-04T08:42:38,3993,66.56495,1656913366.586933,2022-07-04T08:42:46,3992758,66.54596666666666,22940.50877678544
1656913369,942000,6714776,14,108,-11,102,0,12,11,0,2022-07-04T08:42:49,4004,66.74903333333333,1656913377.1970968,2022-07-04T08:42:57,4003803,66.73004999999999,22997.653283397765
1656913394,900000,6739734,-6,116,1,109,0,200,11,0,2022-07-04T08:43:14,4029,67.165,1656913401.826568,2022-07-04T08:43:21,4028761,67.14601666666667,23108.263134715435
1656913406,908000,6751742,-5,104,-10,108,0,31,11,0,2022-07-04T08:43:26,4041,67.36513333333333,1656913415.337489,2022-07-04T08:43:35,4040769,67.34615,23173.57110869299
1656913417,924000,6762758,-1,124,0,116,0,90,11,0,2022-07-04T08:43:37,4052,67.54873333333333,1656913425.476497,2022-07-04T08:43:45,4051785,67.52974999999999,23232.16788581428
1656913429,932000,6774766,-4,104,2,113,0,170,11,0,2022-07-04T08:43:49,4064,67.74886666666666,1656913435.427053,2022-07-04T08:43:55,4063793,67.72988333333333,23290.459500628902
1656913440,941000,6785775,-7,127,3,126,0,223,11,0,2022-07-04T08:44:00,4075,67.93235,1656913449.126232,2022-07-04T08:44:09,4074802,67.91336666666668,23347.311557263798
1656913449,950000,6794784,9,106,-10,111,0,224,11,0,2022-07-04T08:44:09,4084,68.0825,1656913459.636204,2022-07-04T08:44:19,4083811,68.06351666666667,23394.490953127708
1656913464,946000,6809780,-3,123,1,102,0,140,11,0,2022-07-04T08:44:24,4099,68.33243333333333,1656913473.367516,2022-07-04T08:44:33,4098807,68.31345,23475.36260834796
1656913476,918000,6821752,11,111,-6,111,0,215,11,0,2022-07-04T08:44:36,4111,68.53196666666666,1656913484.206429,2022-07-04T08:44:44,4110779,68.51298333333334,23540.72965504085
1656913488,928000,6833762,-10,112,4,99,0,44,11,0,2022-07-04T08:44:48,4123,68.73213333333334,1656913497.826781,2022-07-04T08:44:57,4122789,68.71315,23612.638476865726
1656913500,929000,6845764,-1,122,-2,114,0,131,11,0,2022-07-04T08:45:00,4135,68.93215000000001,1656913508.387584,2022-07-04T08:45:08,4134791,68.91318333333334,23670.880479383213
1656913507,918000,6852752,-1,124,-6,118,0,75,11,0,2022-07-04T08:45:07,4142,69.04863333333333,1656913518.4660249,2022-07-04T08:45:18,4141779,69.02965,23712.514137449107
1656913522,895000,6867729,-4,119,-7,123,0,240,11,0,2022-07-04T08:45:22,4157,69.29825000000001,1656913532.096117,2022-07-04T08:45:32,4156756,69.27926666666667,23791.87601181227
1656913535,917000,6880751,1,122,2,109,0,94,11,0,2022-07-04T08:45:35,4170,69.51528333333334,1656913542.396829,2022-07-04T08:45:42,4169778,69.4963,23871.102942147285
1656913546,904000,6891738,-15,104,9,100,0,152,11,0,2022-07-04T08:45:46,4181,69.6984,1656913556.147601,2022-07-04T08:45:56,4180765,69.67941666666667,23934.648146256426
1656913558,907000,6903742,2,137,-6,132,0,239,11,0,2022-07-04T08:45:58,4193,69.89845,1656913566.196049,2022-07-04T08:46:06,4192769,69.87948333333334,23994.828458595875
1656913564,920000,6909755,-11,118,5,109,0,155,11,0,2022-07-04T08:46:04,4199,69.99866666666667,1656913579.896512,2022-07-04T08:46:19,4198782,69.97970000000001,24026.055341244104
1656913582,919000,6927753,1,140,-4,140,0,144,11,0,2022-07-04T08:46:22,4217,70.29865,1656913590.6804,2022-07-04T08:46:30,4216780,70.27966666666666,24129.35975029101
1656913606,895000,6951729,-6,104,11,101,0,61,11,0,2022-07-04T08:46:46,4241,70.69825,1656913615.096057,2022-07-04T08:46:55,4240756,70.67926666666668,24258.42261460535
1656913618,917000,6963752,-5,115,0,110,0,142,11,0,2022-07-04T08:46:58,4253,70.89861666666667,1656913625.566068,2022-07-04T08:47:05,4252779,70.87965000000001,24315.499780715607
1656913630,903000,6975737,-2,127,1,127,0,222,11,0,2022-07-04T08:47:10,4265,71.09838333333333,1656913639.426293,2022-07-04T08:47:19,4264764,71.0794,24383.41375333167
1656913642,880000,6987714,-5,110,5,108,0,52,11,0,2022-07-04T08:47:22,4277,71.298,1656913649.917073,2022-07-04T08:47:29,4276741,71.27901666666666,24437.635802900666
1656913665,954000,7010788,-1,138,-4,127,0,190,11,0,2022-07-04T08:47:45,4300,71.68256666666666,1656913673.676748,2022-07-04T08:47:53,4299815,71.66358333333332,24565.462858659517
1656913677,929000,7022763,-8,117,3,117,0,15,11,0,2022-07-04T08:47:57,4312,71.88215,1656913684.625705,2022-07-04T08:48:04,4311790,71.86316666666667,24621.69604226253
1656913690,930000,7035765,-3,119,-3,112,0,130,11,0,2022-07-04T08:48:10,4325,72.09883333333333,1656913698.4668689,2022-07-04T08:48:18,4324792,72.07986666666667,24683.336960605906
1656913702,914000,7047749,-1,126,2,109,0,216,11,0,2022-07-04T08:48:22,4337,72.29856666666666,1656913708.9768639,2022-07-04T08:48:28,4336776,72.2796,24745.14179844032
1656913711,912000,7056746,-2,130,1,110,0,207,11,0,2022-07-04T08:48:31,4346,72.44853333333334,1656913722.3859,2022-07-04T08:48:42,4345773,72.42955,24765.81383903177
1656913725,940000,7070774,2,134,-9,132,0,93,11,0,2022-07-04T08:48:45,4360,72.68233333333333,1656913733.036969,2022-07-04T08:48:53,4359801,72.66335000000001,24841.255417799657
1656913732,955000,7077789,3,133,-8,132,0,37,11,0,2022-07-04T08:48:52,4367,72.79925,1656913746.6958768,2022-07-04T08:49:06,4366816,72.78026666666666,24870.433411213566
1656913748,916000,7093750,1,126,-1,109,0,233,11,0,2022-07-04T08:49:08,4383,73.06526666666667,1656913757.646097,2022-07-04T08:49:17,4382777,73.04628333333334,24947.03759580599
1656913760,939000,7105774,-5,118,-4,119,0,55,11,0,2022-07-04T08:49:20,4395,73.26565000000001,1656913768.30586,2022-07-04T08:49:28,4394801,73.24668333333334,25000.091677484324
1656913772,923000,7117758,-3,102,4,107,0,141,11,0,2022-07-04T08:49:32,4407,73.46538333333334,1656913781.517752,2022-07-04T08:49:41,4406785,73.44641666666666,25072.801688885917
1656913784,904000,7129739,-8,115,4,109,0,227,11,0,2022-07-04T08:49:44,4419,73.66506666666668,1656913792.256553,2022-07-04T08:49:52,4418766,73.64609999999999,25117.808522517214
1656913796,925000,7141759,4,128,-6,114,0,49,11,0,2022-07-04T08:49:56,4431,73.86541666666668,1656913806.087257,2022-07-04T08:50:06,4430786,73.84643333333334,25176.155139841158
1656913809,897000,7154731,-12,119,5,114,0,160,11,0,2022-07-04T08:50:09,4444,74.08161666666666,1656913816.495488,2022-07-04T08:50:16,4443758,74.06263333333332,25246.310717859822
1656913820,934000,7165769,-10,120,2,108,0,219,11,0,2022-07-04T08:50:20,4455,74.26556666666667,1656913830.566756,2022-07-04T08:50:30,4454796,74.2466,25303.658913431234
1656913832,914000,7177749,7,175,-4,165,0,49,11,0,2022-07-04T08:50:32,4467,74.46523333333333,1656913841.2285879,2022-07-04T08:50:41,4466776,74.44626666666666,25385.116354158414
1656913843,900000,7188735,-5,112,-2,117,0,97,11,0,2022-07-04T08:50:43,4478,74.64833333333333,1656913851.4653878,2022-07-04T08:50:51,4477762,74.62936666666666,25448.03238382377
1656913856,922000,7201756,1,121,-6,112,0,210,11,0,2022-07-04T08:50:56,4491,74.86536666666666,1656913865.165377,2022-07-04T08:51:05,4490783,74.84638333333334,25514.88749191502
1656913868,927000,7213762,-6,124,2,108,0,41,11,0,2022-07-04T08:51:08,4503,75.06545,1656913875.0356998,2022-07-04T08:51:15,4502789,75.04648333333333,25580.114225127487
1656913874,969000,7219804,11,195,22,151,0,213,11,0,2022-07-04T08:51:14,4509,75.16615,1656913888.595301,2022-07-04T08:51:28,4508831,75.14718333333333,25621.18758869238
1656913891,933000,7236767,-8,108,-19,109,0,174,11,0,2022-07-04T08:51:31,4526,75.44888333333333,1656913899.3853838,2022-07-04T08:51:39,4525794,75.4299,25708.111482666078
1656913903,917000,7248751,-4,112,0,110,0,4,11,0,2022-07-04T08:51:43,4538,75.64861666666667,1656913910.017961,2022-07-04T08:51:50,4537778,75.62963333333333,25774.635055251085
1656913915,905000,7260739,-13,107,5,97,0,91,11,0,2022-07-04T08:51:55,4550,75.84841666666667,1656913923.7056398,2022-07-04T08:52:03,4549766,75.82943333333333,25838.589403397218
1656913927,944000,7272778,-6,116,0,108,0,179,11,0,2022-07-04T08:52:07,4562,76.04906666666668,1656913934.367084,2022-07-04T08:52:14,4561805,76.03008333333334,25899.419923433394
1656913939,919000,7284754,0,137,-3,129,0,0,11,0,2022-07-04T08:52:19,4574,76.24865,1656913948.125552,2022-07-04T08:52:28,4573781,76.22968333333333,25956.199254897558
1656913947,929000,7292764,-13,114,1,95,0,225,11,0,2022-07-04T08:52:27,4582,76.38215,1656913958.746361,2022-07-04T08:52:38,4581791,76.36318333333334,26017.11218820039
1656913956,951000,7301785,2,102,0,104,0,227,11,0,2022-07-04T08:52:36,4591,76.53251666666667,1656913968.149333,2022-07-04T08:52:48,4590812,76.51353333333333,26051.445513835395
1656913973,939000,7318774,-1,111,-12,110,0,201,11,0,2022-07-04T08:52:53,4608,76.81565,1656913981.657048,2022-07-04T08:53:01,4607801,76.79668333333333,26135.125192637875
1656913984,957000,7329792,0,132,0,130,0,4,11,0,2022-07-04T08:53:04,4619,76.99928333333334,1656913992.4452279,2022-07-04T08:53:12,4618819,76.98031666666667,26175.478010528834
1656913996,934000,7341769,-4,136,-1,131,0,77,11,0,2022-07-04T08:53:16,4631,77.19890000000001,1656914006.2057328,2022-07-04T08:53:26,4630796,77.17993333333334,26232.369185180698
1656914020,946000,7365781,3,118,-5,108,0,251,11,0,2022-07-04T08:53:40,4655,77.59909999999999,1656914030.3765008,2022-07-04T08:53:50,4654808,77.58013333333334,26331.36255826541
1656914032,917000,7377752,-7,77,-17,85,0,77,11,0,2022-07-04T08:53:52,4667,77.79861666666667,1656914041.035184,2022-07-04T08:54:01,4666779,77.77965,26388.302240079774
1656914043,927000,7388761,-4,107,-1,108,0,127,11,0,2022-07-04T08:54:03,4678,77.98211666666666,1656914051.295909,2022-07-04T08:54:11,4677788,77.96313333333333,26423.214441606728
1656914056,933000,7401768,-8,113,1,104,0,242,11,0,2022-07-04T08:54:16,4691,78.19888333333333,1656914065.105633,2022-07-04T08:54:25,4690795,78.17991666666667,26487.513597346002
1656914068,923000,7413758,-2,117,3,100,0,72,11,0,2022-07-04T08:54:28,4703,78.39871666666666,1656914075.795929,2022-07-04T08:54:35,4702785,78.37975,26470.327046296512
1656914089,957000,7434792,2,144,2,128,0,148,11,0,2022-07-04T08:54:49,4724,78.74928333333334,1656914100.2252169,2022-07-04T08:55:00,4723819,78.73031666666667,26104.14912669043
