time_s,time_us,time_steady,ofs_i,mag_i,ofs_q,mag_q,post_status,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656914103,946000,7448780,-1,114,2,103,0,36,11,0,2022-07-04T08:55:03,4738,78.98243333333333,1656914110.247933,2022-07-04T08:55:10,4737807,78.96345,25539.96144604802
1656914115,894000,7460729,-1,112,0,97,0,122,11,0,2022-07-04T08:55:15,4750,79.18156666666667,1656914124.2554798,2022-07-04T08:55:24,4749756,79.16260000000001,25019.041441223293
1656914151,923000,7496757,-7,122,6,109,0,115,11,0,2022-07-04T08:55:51,4786,79.78205,1656914159.895412,2022-07-04T08:55:59,4785784,79.76306666666666,23478.5632999815
1656914164,952000,7509786,-4,121,-3,96,0,231,11,0,2022-07-04T08:56:04,4799,79.9992,1656914172.967301,2022-07-04T08:56:12,4798813,79.98021666666666,22827.403548351598
1656914176,945000,7521780,-11,121,6,113,0,54,11,0,2022-07-04T08:56:16,4811,80.19908333333333,1656914184.5248039,2022-07-04T08:56:24,4810807,80.18011666666666,22527.91886593904
1656914188,948000,7533783,5,142,-4,128,0,136,11,0,2022-07-04T08:56:28,4823,80.39913333333334,1656914197.695433,2022-07-04T08:56:37,4822810,80.38016666666667,22106.859128030454
1656914212,902000,7557736,8,105,-9,110,0,53,11,0,2022-07-04T08:56:52,4847,80.79836666666667,1656914218.664532,2022-07-04T08:56:58,4846763,80.77938333333333,21178.771760784228
1656914234,950000,7579784,-3,132,-8,129,0,157,11,0,2022-07-04T08:57:14,4869,81.16583333333332,1656914242.4154959,2022-07-04T08:57:22,4868811,81.14685,20598.114737597156
1656914240,922000,7585756,-11,43,-3,39,0,72,11,0,2022-07-04T08:57:20,4875,81.26536666666667,1656914256.1154559,2022-07-04T08:57:36,4874783,81.24638333333334,20417.45505751136
1656914256,955000,7601790,-1,125,2,120,0,18,11,0,2022-07-04T08:57:36,4891,81.53258333333333,1656914267.054957,2022-07-04T08:57:47,4890817,81.51361666666666,19952.959638582277
1656914269,916000,7614751,7,106,-5,93,0,129,11,0,2022-07-04T08:57:49,4904,81.7486,1656914277.205509,2022-07-04T08:57:57,4903778,81.72963333333334,19584.633872314123
1656914282,952000,7627787,-1,120,1,112,0,236,11,0,2022-07-04T08:58:02,4917,81.96586666666667,1656914291.116097,2022-07-04T08:58:11,4916814,81.9469,19226.670653809848
1656914294,944000,7639779,-2,115,-1,102,0,67,11,0,2022-07-04T08:58:14,4929,82.16573333333334,1656914301.602861,2022-07-04T08:58:21,4928806,82.14676666666666,18902.424880060793
1656914306,897000,7651732,1,113,-5,123,0,153,11,0,2022-07-04T08:58:26,4941,82.36495,1656914315.465637,2022-07-04T08:58:35,4940759,82.34598333333334,18600.168528740214
1656914318,931000,7663765,6,114,-4,99,0,236,11,0,2022-07-04T08:58:38,4953,82.56551666666665,1656914326.1368608,2022-07-04T08:58:46,4952792,82.54653333333334,18294.514105992428
1656914324,905000,7669739,-7,88,-47,133,0,145,11,0,2022-07-04T08:58:44,4959,82.66508333333333,1656914339.2062678,2022-07-04T08:58:59,4958766,82.64609999999999,18146.48513588416
1656914366,960000,7711793,0,132,-1,120,0,64,11,0,2022-07-04T08:59:26,5001,83.366,1656914374.676193,2022-07-04T08:59:34,5000820,83.347,17148.946467167425
1656914390,958000,7734791,-2,137,0,128,0,196,11,0,2022-07-04T08:59:50,5025,83.76596666666666,1656914398.887012,2022-07-04T08:59:58,5023818,83.7303,16612.122478607886
1656914398,945000,7743777,-3,135,-2,130,0,197,11,0,2022-07-04T08:59:58,5033,83.89908333333332,1656914409.557896,2022-07-04T09:00:09,5032804,83.88006666666666,16437.895741358072
1656914413,999000,7758831,12,130,-9,119,0,115,11,0,2022-07-04T09:00:13,5048,84.14998333333332,1656914423.126885,2022-07-04T09:00:23,5047858,84.13096666666667,16114.183570400288
1656914425,933000,7770765,8,167,-9,171,0,189,11,0,2022-07-04T09:00:25,5060,84.34888333333333,1656914433.866953,2022-07-04T09:00:33,5059792,84.32986666666667,15810.520216182818
1656914437,951000,7782783,7,108,-6,101,0,19,11,0,2022-07-04T09:00:37,5072,84.54918333333333,1656914447.908845,2022-07-04T09:00:47,5071810,84.53016666666667,15671.0974603309
1656914450,950000,7795782,15,135,-14,125,0,135,11,0,2022-07-04T09:00:50,5085,84.76583333333333,1656914458.4871478,2022-07-04T09:00:58,5084809,84.74681666666667,15444.206462064069
1656914473,948000,7818780,-8,99,-7,102,0,14,11,0,2022-07-04T09:01:13,5108,85.14913333333334,1656914482.358492,2022-07-04T09:01:22,5107807,85.13011666666667,15041.951687373297
1656914485,925000,7830757,16,124,-19,119,0,97,11,0,2022-07-04T09:01:25,5120,85.34875000000001,1656914493.718272,2022-07-04T09:01:33,5119784,85.32973333333332,14839.44980432415
1656914498,955000,7843787,-3,97,-4,93,0,213,11,0,2022-07-04T09:01:38,5133,85.56591666666667,1656914507.277869,2022-07-04T09:01:47,5132814,85.54690000000001,14621.575453627513
1656914508,937000,7853769,0,114,-29,160,0,243,11,0,2022-07-04T09:01:48,5143,85.73228333333333,1656914517.588136,2022-07-04T09:01:57,5142796,85.71326666666667,14455.43050518428
1656914520,954000,7865786,6,114,-6,104,0,66,11,0,2022-07-04T09:02:00,5155,85.93256666666666,1656914527.888017,2022-07-04T09:02:07,5154813,85.91355,14257.406008842818
1656914532,941000,7877773,14,142,-15,136,0,148,11,0,2022-07-04T09:02:12,5167,86.13235,1656914541.669113,2022-07-04T09:02:21,5166800,86.11333333333333,14061.28561139303
1656914545,961000,7890792,7,109,-8,99,0,8,11,0,2022-07-04T09:02:25,5180,86.34935,1656914552.238365,2022-07-04T09:02:32,5179819,86.33031666666668,13859.924993998813
1656914569,959000,7914791,8,113,-8,108,0,174,11,0,2022-07-04T09:02:49,5204,86.74931666666666,1656914577.1202168,2022-07-04T09:02:57,5203818,86.7303,13495.599113707189
1656914582,947000,7927778,-8,111,2,110,0,29,11,0,2022-07-04T09:03:02,5217,86.96578333333333,1656914591.23824,2022-07-04T09:03:11,5216805,86.94675000000001,13308.261689030265
1656914592,906000,7937737,-7,103,1,106,0,58,11,0,2022-07-04T09:03:12,5227,87.13176666666666,1656914601.699004,2022-07-04T09:03:21,5226764,87.11273333333334,13161.385608449209
1656914604,943000,7949774,7,100,-10,97,0,146,11,0,2022-07-04T09:03:24,5239,87.33238333333334,1656914615.758648,2022-07-04T09:03:35,5238801,87.31335,12986.873497322036
1656914617,925000,7962756,4,120,-6,114,0,254,11,0,2022-07-04T09:03:37,5252,87.54875,1656914625.698212,2022-07-04T09:03:45,5251783,87.52971666666667,12803.30055198301
1656914630,982000,7975813,12,112,-8,106,0,108,11,0,2022-07-04T09:03:50,5265,87.76636666666667,1656914636.6108599,2022-07-04T09:03:56,5264840,87.74733333333333,12615.884202819136
1656914640,923000,7985754,14,140,-19,132,0,137,11,0,2022-07-04T09:04:00,5275,87.93204999999999,1656914650.648948,2022-07-04T09:04:10,5274781,87.91301666666666,12475.008417745961
1656914650,961000,7995792,2,118,-2,118,0,168,11,0,2022-07-04T09:04:10,5285,88.09935,1656914660.6393049,2022-07-04T09:04:20,5284819,88.08031666666668,12328.655085771112
1656914660,955000,8005785,-1,107,-8,95,0,198,11,0,2022-07-04T09:04:20,5295,88.26591666666667,1656914670.620389,2022-07-04T09:04:30,5294812,88.24686666666666,12196.406867890631
1656914675,941000,8020771,-2,131,-7,123,0,102,11,0,2022-07-04T09:04:35,5310,88.51568333333333,1656914685.369304,2022-07-04T09:04:45,5309798,88.49663333333334,11985.217591421262
1656914688,947000,8033778,11,116,-9,109,0,217,11,0,2022-07-04T09:04:48,5323,88.73245,1656914696.168653,2022-07-04T09:04:56,5322805,88.71341666666667,11815.867893605833
1656914700,941000,8045771,-6,28,-1,31,0,48,11,0,2022-07-04T09:05:00,5335,88.93235,1656914710.629408,2022-07-04T09:05:10,5334798,88.91329999999999,11656.954569047251
1656914725,939000,8070769,5,105,-16,117,0,238,11,0,2022-07-04T09:05:25,5360,89.34898333333334,1656914735.208876,2022-07-04T09:05:35,5359796,89.32993333333334,11336.158590253539
1656914738,964000,8083794,4,96,-1,85,0,97,11,0,2022-07-04T09:05:38,5373,89.56606666666667,1656914745.8483238,2022-07-04T09:05:45,5372821,89.54701666666666,11166.068798172208
1656914750,977000,8095807,9,109,-21,87,0,184,11,0,2022-07-04T09:05:50,5385,89.76628333333333,1656914760.268661,2022-07-04T09:06:00,5384834,89.74723333333333,11018.519495462839
1656914762,968000,8107798,12,57,-27,52,0,15,11,0,2022-07-04T09:06:02,5397,89.96613333333333,1656914771.388701,2022-07-04T09:06:11,5396825,89.94708333333332,10869.745964915975
1656914774,952000,8119782,12,96,-17,91,0,89,11,0,2022-07-04T09:06:14,5409,90.16586666666667,1656914785.648965,2022-07-04T09:06:25,5408809,90.14681666666667,10724.81530957184
1656914800,930000,8145760,5,101,-2,91,0,64,11,0,2022-07-04T09:06:40,5435,90.59883333333333,1656914807.44242,2022-07-04T09:06:47,5434787,90.57978333333334,10413.741453110053
1656914813,942000,8158772,-5,113,-25,101,0,180,11,0,2022-07-04T09:06:53,5448,90.8157,1656914821.9707608,2022-07-04T09:07:01,5447799,90.79665,10262.14435554165
1656914826,946000,8171775,2,99,-5,90,0,26,11,0,2022-07-04T09:07:06,5461,91.03243333333333,1656914832.9384449,2022-07-04T09:07:12,5460802,91.01336666666666,10108.200914637424
1656914839,957000,8184787,-4,133,-19,127,0,142,11,0,2022-07-04T09:07:19,5474,91.24928333333334,1656914846.96994,2022-07-04T09:07:26,5473814,91.23023333333335,9955.944351509504
1656914851,950000,8196779,6,105,-4,93,0,229,11,0,2022-07-04T09:07:31,5486,91.44916666666667,1656914857.980937,2022-07-04T09:07:37,5485806,91.4301,9816.650958858609
1656914864,962000,8209791,8,107,-28,97,0,88,11,0,2022-07-04T09:07:44,5499,91.66603333333335,1656914872.2291958,2022-07-04T09:07:52,5498818,91.64696666666667,9668.061636989507
1656914875,969000,8220798,19,124,-20,117,0,133,11,0,2022-07-04T09:07:55,5510,91.84948333333334,1656914883.399469,2022-07-04T09:08:03,5509825,91.83041666666666,9543.305788441186
1656914887,969000,8232798,17,131,-14,122,0,220,11,0,2022-07-04T09:08:07,5522,92.04948333333333,1656914897.828305,2022-07-04T09:08:17,5521825,92.03041666666667,9405.914314389134
1656914912,939000,8257768,3,101,-4,89,0,166,11,0,2022-07-04T09:08:32,5547,92.46565000000001,1656914922.879648,2022-07-04T09:08:42,5546795,92.44658333333334,9126.853934121058
1656914926,935000,8271764,14,128,-15,121,0,41,11,0,2022-07-04T09:08:46,5561,92.69891666666668,1656914934.2482,2022-07-04T09:08:54,5560791,92.67985,8973.645489435581
1656914938,959000,8283788,7,87,-22,85,0,128,11,0,2022-07-04T09:08:58,5573,92.89931666666666,1656914948.5090408,2022-07-04T09:09:08,5572815,92.88024999999999,8842.61482764289
1656914951,952000,8296780,7,114,-22,119,0,243,11,0,2022-07-04T09:09:11,5586,93.11586666666668,1656914959.5084798,2022-07-04T09:09:19,5585807,93.09678333333333,8702.062748556384
1656914962,921000,8307749,3,100,-2,92,0,38,11,0,2022-07-04T09:09:22,5597,93.29868333333334,1656914970.5681329,2022-07-04T09:09:30,5596776,93.2796,8585.513109972648
1656914976,957000,8321785,15,130,-19,126,0,176,11,0,2022-07-04T09:09:36,5611,93.53261666666667,1656914984.838548,2022-07-04T09:09:44,5610812,93.51353333333333,8434.556759887268
1656914988,960000,8333789,5,108,-5,98,0,7,11,0,2022-07-04T09:09:48,5623,93.73266666666667,1656914995.7880678,2022-07-04T09:09:55,5622816,93.7136,8306.373485698756
1656915001,929000,8346757,0,130,-25,113,0,122,11,0,2022-07-04T09:10:01,5636,93.94881666666667,1656915010.008213,2022-07-04T09:10:10,5635784,93.92973333333333,8172.132670788137
1656915025,967000,8370795,18,125,-19,117,0,27,11,0,2022-07-04T09:10:25,5660,94.34944999999999,1656915035.088256,2022-07-04T09:10:35,5659822,94.33036666666666,7926.104556849013
1656915038,948000,8383776,19,132,-18,126,0,142,11,0,2022-07-04T09:10:38,5673,94.56580000000001,1656915046.41778,2022-07-04T09:10:46,5672803,94.54671666666667,7795.4033866886475
1656915051,940000,8396767,10,129,-24,111,0,1,11,0,2022-07-04T09:10:51,5686,94.78233333333333,1656915060.4509408,2022-07-04T09:11:00,5685794,94.76323333333333,7663.616936666914
1656915063,979000,8408807,-5,130,-15,144,0,77,11,0,2022-07-04T09:11:03,5698,94.98298333333334,1656915071.417832,2022-07-04T09:11:11,5697834,94.9639,7541.114484219431
1656915075,936000,8420764,18,117,-22,111,0,162,11,0,2022-07-04T09:11:15,5710,95.18226666666666,1656915085.358445,2022-07-04T09:11:25,5709791,95.16318333333334,7421.316682353197
1656915100,973000,8445800,14,125,-16,118,0,109,11,0,2022-07-04T09:11:40,5735,95.59955,1656915107.048621,2022-07-04T09:11:47,5734827,95.58045,7179.498904700629
1656915113,935000,8458762,2,16,-9,26,0,210,11,0,2022-07-04T09:11:53,5748,95.81558333333334,1656915121.0387208,2022-07-04T09:12:01,5747789,95.79648333333333,7051.115034402677
1656915124,966000,8469793,19,123,-17,108,0,13,11,0,2022-07-04T09:12:04,5759,95.99943333333334,1656915131.927388,2022-07-04T09:12:11,5758820,95.98033333333333,6945.436822223791
1656915137,918000,8481745,13,215,-15,218,0,99,11,0,2022-07-04T09:12:17,5772,96.2153,1656915146.060621,2022-07-04T09:12:26,5770772,96.17953333333334,6822.905129281189
1656915148,948000,8493775,3,105,-23,90,0,187,11,0,2022-07-04T09:12:28,5783,96.39913333333334,1656915157.047673,2022-07-04T09:12:37,5782802,96.38003333333333,6719.863758125882
1656915161,951000,8506778,3,105,-20,104,0,34,11,0,2022-07-04T09:12:41,5796,96.61585,1656915172.0274038,2022-07-04T09:12:52,5795805,96.59675,6596.385110876662
1656915175,935000,8520762,17,115,-14,111,0,178,11,0,2022-07-04T09:12:55,5810,96.84891666666667,1656915182.6481009,2022-07-04T09:13:02,5809789,96.82981666666666,6466.983523244977
1656915188,951000,8533778,13,129,-13,117,0,38,11,0,2022-07-04T09:13:08,5823,97.06585,1656915196.6889758,2022-07-04T09:13:16,5822805,97.04675,6341.327853377779
1656915200,944000,8545771,14,123,-14,118,0,125,11,0,2022-07-04T09:13:20,5835,97.26573333333334,1656915207.5470889,2022-07-04T09:13:27,5834798,97.24663333333334,6231.0010783741245
1656915212,933000,8557760,0,102,-18,94,0,198,11,0,2022-07-04T09:13:32,5847,97.46555,1656915221.507097,2022-07-04T09:13:41,5846787,97.44645,6122.034491452012
1656915225,914000,8570741,16,119,-13,103,0,57,11,0,2022-07-04T09:13:45,5860,97.6819,1656915232.446205,2022-07-04T09:13:52,5859768,97.6628,6006.458307533615
1656915237,962000,8582789,9,105,-29,90,0,145,11,0,2022-07-04T09:13:57,5872,97.88270000000001,1656915246.618332,2022-07-04T09:14:06,5871816,97.86359999999999,5901.2617104582
1656915249,960000,8594787,-7,99,-22,100,0,232,11,0,2022-07-04T09:14:09,5884,98.08266666666667,1656915257.768072,2022-07-04T09:14:17,5883814,98.06356666666667,5797.189467682963
1656915261,941000,8606768,12,116,-12,111,0,50,11,0,2022-07-04T09:14:21,5896,98.28235,1656915268.5624158,2022-07-04T09:14:28,5895795,98.26325,5694.407556080864
1656915274,956000,8619783,0,112,-10,113,0,166,11,0,2022-07-04T09:14:34,5909,98.49926666666667,1656915283.136689,2022-07-04T09:14:43,5908810,98.48016666666668,5580.273417989976
1656915285,931000,8630759,15,112,-11,100,0,224,11,0,2022-07-04T09:14:45,5920,98.68218333333333,1656915297.5579128,2022-07-04T09:14:57,5919786,98.6631,5487.777875677732
1656915299,926000,8644754,9,198,-11,194,0,107,11,0,2022-07-04T09:14:59,5934,98.91543333333334,1656915308.468864,2022-07-04T09:15:08,5933781,98.89635,5371.911087135966
1656915313,14000,8657842,13,124,-12,111,0,216,11,0,2022-07-04T09:15:13,5948,99.13356666666667,1656915319.626504,2022-07-04T09:15:19,5946869,99.11448333333333,5264.559806223453
1656915324,969000,8669798,6,17,-5,11,0,46,11,0,2022-07-04T09:15:24,5959,99.33281666666667,1656915333.767825,2022-07-04T09:15:33,5958825,99.31375,5164.487083795983
1656915337,953000,8682781,15,117,-10,102,0,161,11,0,2022-07-04T09:15:37,5972,99.54921666666668,1656915344.549192,2022-07-04T09:15:44,5971808,99.53013333333334,5059.329920155604
1656915343,932000,8688760,10,132,-13,123,0,76,11,0,2022-07-04T09:15:43,5978,99.64886666666666,1656915358.766352,2022-07-04T09:15:58,5977787,99.62978333333334,4993.3363766894445
1656915357,914000,8702742,1,101,-7,112,0,206,11,0,2022-07-04T09:15:57,5992,99.8819,1656915369.5780919,2022-07-04T09:16:09,5991769,99.86281666666667,4869.373628352718
1656915374,7000,8718836,-11,113,-9,101,0,153,11,0,2022-07-04T09:16:14,6009,100.15011666666666,1656915383.4373689,2022-07-04T09:16:23,6007863,100.13105,4758.84672632824
1656915386,978000,8731807,12,111,-18,108,0,12,11,0,2022-07-04T09:16:26,6021,100.3663,1656915393.8285,2022-07-04T09:16:33,6020834,100.34723333333334,4652.934407447349
1656915401,981000,8746810,6,105,-9,104,0,173,11,0,2022-07-04T09:16:41,6036,100.61635,1656915417.4570968,2022-07-04T09:16:57,6035837,100.59728333333334,4483.898096004532
1656915419,977000,8764804,12,130,-11,121,0,174,11,0,2022-07-04T09:16:59,6054,100.91628333333333,1656915427.7158399,2022-07-04T09:17:07,6053831,100.89718333333333,4377.277960641591
1656915431,951000,8776778,8,105,-9,96,0,4,11,0,2022-07-04T09:17:11,6066,101.11585,1656915438.326305,2022-07-04T09:17:18,6065805,101.09675,4278.284282819363
1656915443,914000,8788741,2,142,-3,133,0,81,11,0,2022-07-04T09:17:23,6078,101.31523333333332,1656915452.236357,2022-07-04T09:17:32,6077768,101.29613333333333,4180.5960768617415
1656915449,941000,8794768,-2,136,-1,129,0,248,11,0,2022-07-04T09:17:29,6084,101.41568333333333,1656915463.077612,2022-07-04T09:17:43,6083795,101.39658333333334,4131.331119030995
1656915468,983000,8813811,2,117,-9,97,0,24,11,0,2022-07-04T09:17:48,6103,101.73305,1656915477.015537,2022-07-04T09:17:57,6102838,101.71396666666666,3976.451505138946
1656915480,944000,8825772,16,127,-15,116,0,110,11,0,2022-07-04T09:18:00,6115,101.9324,1656915488.116261,2022-07-04T09:18:08,6114799,101.91331666666666,3868.247582410186
1656915494,127000,8838955,-2,97,-9,109,0,221,11,0,2022-07-04T09:18:14,6129,102.15211666666667,1656915502.045676,2022-07-04T09:18:22,6127982,102.13303333333333,3766.266578075417
1656915500,957000,8845785,-6,130,-2,123,0,157,11,0,2022-07-04T09:18:20,6135,102.26595,1656915512.396276,2022-07-04T09:18:32,6134812,102.24686666666666,3712.9575098624027
1656915518,996000,8863824,-3,102,-7,101,0,160,11,0,2022-07-04T09:18:38,6153,102.56660000000001,1656915526.295497,2022-07-04T09:18:46,6152851,102.54751666666667,3580.6096745971918
1656915528,967000,8873795,-7,130,0,126,0,189,11,0,2022-07-04T09:18:48,6163,102.73278333333333,1656915536.515512,2022-07-04T09:18:56,6162822,102.7137,3503.3858423329066
1656915550,959000,8895788,-7,25,38,63,0,36,11,0,2022-07-04T09:19:10,6185,103.09931666666667,1656915560.386525,2022-07-04T09:19:20,6184815,103.08024999999999,3324.7534632980633
1656915557,991000,8902839,9,118,-8,100,0,237,11,0,2022-07-04T09:19:17,6192,103.21651666666666,1656915570.9851758,2022-07-04T09:19:30,6191866,103.19776666666667,3244.3694124517683
1656915585,987000,8930836,-2,125,-3,118,0,5,11,0,2022-07-04T09:19:45,6220,103.68311666666666,1656915595.285709,2022-07-04T09:19:55,6219863,103.66438333333333,3016.1671833947244
1656915598,0,8942848,9,115,-7,98,0,86,11,0,2022-07-04T09:19:58,6233,103.88333333333334,1656915606.0363488,2022-07-04T09:20:06,6231875,103.86458333333333,2921.492339459824
1656915609,969000,8954818,-2,122,0,117,0,172,11,0,2022-07-04T09:20:09,6244,104.08281666666667,1656915619.786468,2022-07-04T09:20:19,6243845,104.06408333333334,2830.2662453615826
1656915623,984000,8968833,-3,111,-3,114,0,60,11,0,2022-07-04T09:20:23,6258,104.3164,1656915630.6057448,2022-07-04T09:20:30,6257860,104.29766666666666,2722.536674441068
1656915635,984000,8980833,-6,127,-3,117,0,135,11,0,2022-07-04T09:20:35,6270,104.5164,1656915643.705112,2022-07-04T09:20:43,6269860,104.49766666666666,2634.4181957508376
1656915647,936000,8992785,-7,114,3,114,0,220,11,0,2022-07-04T09:20:47,6282,104.7156,1656915655.1355479,2022-07-04T09:20:55,6281812,104.69686666666666,2543.2170971590535
1656915658,918000,9003767,-4,127,4,115,0,22,11,0,2022-07-04T09:20:58,6293,104.89863333333332,1656915668.235272,2022-07-04T09:21:08,6292794,104.87989999999999,2459.5559891356934
1656915668,926000,9013775,-3,138,-1,137,0,52,11,0,2022-07-04T09:21:08,6303,105.06543333333335,1656915678.866021,2022-07-04T09:21:18,6302802,105.0467,2388.2857305418725
1656915693,909000,9038758,1,120,-10,109,0,241,11,0,2022-07-04T09:21:33,6328,105.48181666666666,1656915702.7646239,2022-07-04T09:21:42,6327785,105.46308333333333,2208.7824992210594
1656915717,975000,9062824,-9,109,-10,105,0,160,11,0,2022-07-04T09:21:57,6352,105.88291666666667,1656915727.544797,2022-07-04T09:22:07,6351851,105.86418333333333,2063.519462316444
1656915741,998000,9086847,-11,109,9,101,0,64,11,0,2022-07-04T09:22:21,6376,106.2833,1656915751.765076,2022-07-04T09:22:31,6375874,106.26456666666667,1893.1680248790315
1656915753,973000,9098823,-9,107,-5,105,0,150,11,0,2022-07-04T09:22:33,6388,106.48288333333333,1656915762.395573,2022-07-04T09:22:42,6387850,106.46416666666667,1811.3723302732878
1656915766,972000,9111821,-8,105,2,97,0,8,11,0,2022-07-04T09:22:46,6401,106.69953333333333,1656915773.1253679,2022-07-04T09:22:53,6400848,106.6808,1721.5988830605916
1656915777,952000,9122802,0,136,1,123,0,54,11,0,2022-07-04T09:22:57,6412,106.88253333333334,1656915786.727905,2022-07-04T09:23:06,6411829,106.86381666666666,1646.5849333323667
1656915790,949000,9135798,-6,110,3,103,0,169,11,0,2022-07-04T09:23:10,6425,107.09915,1656915797.5546598,2022-07-04T09:23:17,6424825,107.08041666666666,1557.6640838615415
1656915802,966000,9147816,3,118,7,111,0,0,11,0,2022-07-04T09:23:22,6437,107.29943333333334,1656915811.325037,2022-07-04T09:23:31,6436843,107.28071666666666,1475.1222529438503
1656915825,965000,9170815,-10,127,3,123,0,133,11,0,2022-07-04T09:23:45,6460,107.68275,1656915835.7958128,2022-07-04T09:23:55,6459842,107.66403333333332,1307.694193164235
1656915837,938000,9182787,-5,114,0,102,0,219,11,0,2022-07-04T09:23:57,6472,107.8823,1656915846.031209,2022-07-04T09:24:06,6471814,107.86356666666667,1221.1043162700264
1656915873,933000,9218783,-3,118,2,120,0,210,11,0,2022-07-04T09:24:33,6508,108.48221666666667,1656915881.504484,2022-07-04T09:24:41,6507810,108.46350000000001,967.4852685435508
