time_s,time_us,time_steady,num_ch,svid_0,flags_0,quality_0,cno_0,svid_1,flags_1,quality_1,cno_1,svid_2,flags_2,quality_2,cno_2,svid_3,flags_3,quality_3,cno_3,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656910401,386000,3746197,16,2,4,4,29,6,4,3,30,12,13,4,29,11,4,4,29,189,11,0,2022-07-04T07:53:21,1036,17.2731,1656910411.101485,2022-07-04T07:53:31,1035224,17.253733333333333,6393.049486074406
1656910412,354000,3757164,16,25,13,4,29,29,4,4,29,31,4,4,24,32,12,4,21,246,11,0,2022-07-04T07:53:32,1047,17.4559,1656910421.512873,2022-07-04T07:53:41,1046191,17.436516666666666,6458.767901422162
1656910439,397000,3784207,16,25,13,4,31,29,4,4,26,31,4,4,25,11,4,4,22,247,11,0,2022-07-04T07:53:59,1074,17.906616666666665,1656910445.8801079,2022-07-04T07:54:05,1073234,17.88723333333333,6629.890922847056
1656910449,346000,3794157,16,2,4,4,29,6,4,4,30,12,13,4,29,11,4,4,28,13,11,0,2022-07-04T07:54:09,1084,18.072433333333333,1656910459.7199368,2022-07-04T07:54:19,1083184,18.053066666666666,6694.715140239733
1656910460,369000,3805180,16,25,13,4,26,6,4,4,25,29,4,3,25,19,13,4,23,69,11,0,2022-07-04T07:54:20,1095,18.256149999999998,1656910469.430888,2022-07-04T07:54:29,1094207,18.236783333333335,6761.53656839221
1656910473,371000,3818181,16,2,4,4,30,12,13,4,30,25,13,4,28,11,4,4,30,181,11,0,2022-07-04T07:54:33,1108,18.47285,1656910480.280544,2022-07-04T07:54:40,1107208,18.453466666666667,6840.178520277408
1656910484,336000,3829147,16,2,4,4,27,12,12,4,27,31,4,4,27,11,4,4,26,239,11,0,2022-07-04T07:54:44,1119,18.6556,1656910493.6506689,2022-07-04T07:54:53,1118174,18.636233333333333,6911.309358587395
1656910495,395000,3840206,16,12,13,4,28,6,4,4,26,24,13,4,25,25,13,4,24,41,11,0,2022-07-04T07:54:55,1130,18.839916666666667,1656910503.930745,2022-07-04T07:55:03,1129233,18.82055,6970.986750966315
1656910507,329000,3852139,16,25,12,4,30,29,4,4,29,31,4,4,25,12,12,4,26,119,11,0,2022-07-04T07:55:07,1142,19.038816666666666,1656910517.679533,2022-07-04T07:55:17,1141166,19.019433333333332,7043.247336531565
1656910519,295000,3864106,13,12,12,3,26,6,4,3,27,25,12,3,23,11,4,4,25,202,11,0,2022-07-04T07:55:19,1154,19.23825,1656910528.389833,2022-07-04T07:55:28,1153133,19.218883333333334,7114.241526935729
1656910531,286000,3876097,12,25,12,4,29,29,4,4,29,32,12,4,21,12,12,4,22,33,11,0,2022-07-04T07:55:31,1166,19.438100000000002,1656910538.970589,2022-07-04T07:55:38,1165124,19.418733333333332,7186.32564200231
1656910544,303000,3889114,12,2,4,4,28,25,12,4,27,11,4,4,29,12,12,4,29,149,11,0,2022-07-04T07:55:44,1179,19.655050000000003,1656910552.538513,2022-07-04T07:55:52,1178141,19.635683333333336,7261.234117152389
1656910556,336000,3901146,14,2,4,4,32,12,12,4,32,8,0,3,29,29,4,4,28,226,11,0,2022-07-04T07:55:56,1191,19.8556,1656910563.22158,2022-07-04T07:56:03,1190173,19.836216666666665,7336.938166768598
1656910580,293000,3925104,12,2,4,4,29,6,4,3,25,25,12,4,24,12,12,4,28,140,11,0,2022-07-04T07:56:20,1215,20.254883333333332,1656910587.1766999,2022-07-04T07:56:27,1214131,20.23551666666667,7509.890193461127
1656910592,321000,3937132,13,29,4,4,29,6,4,4,24,12,12,4,24,31,4,4,24,228,11,0,2022-07-04T07:56:32,1227,20.45535,1656910600.7813969,2022-07-04T07:56:40,1226159,20.435983333333336,7593.351449793473
1656910603,334000,3948145,13,25,12,4,27,29,4,4,24,22,4,4,23,11,4,4,23,25,11,0,2022-07-04T07:56:43,1238,20.6389,1656910610.919837,2022-07-04T07:56:50,1237172,20.619533333333333,7663.146712932182
1656910614,302000,3959113,13,2,4,4,30,12,12,4,30,25,12,4,28,11,4,4,29,79,11,0,2022-07-04T07:56:54,1249,20.8217,1656910621.107945,2022-07-04T07:57:01,1248140,20.802333333333333,7730.487807417861
1656910627,296000,3972106,13,12,12,4,28,25,12,4,27,29,4,4,25,31,4,4,25,191,11,0,2022-07-04T07:57:07,1262,21.03826666666667,1656910635.397497,2022-07-04T07:57:15,1261133,21.018883333333335,7807.874658543314
1656910639,334000,3984145,16,12,12,4,29,25,12,4,27,31,4,4,26,20,4,4,24,23,11,0,2022-07-04T07:57:19,1274,21.2389,1656910646.2080438,2022-07-04T07:57:26,1273172,21.219533333333334,7882.878585386844
1656910650,357000,3995168,16,25,12,4,29,32,12,4,26,31,4,4,25,11,4,3,13,79,11,0,2022-07-04T07:57:30,1285,21.422616666666666,1656910659.846624,2022-07-04T07:57:39,1284195,21.40325,7949.284018276428
1656910659,325000,4004136,14,25,12,3,27,12,12,3,26,6,4,4,26,31,4,4,25,72,11,0,2022-07-04T07:57:39,1294,21.572083333333335,1656910669.5866768,2022-07-04T07:57:49,1293163,21.552716666666665,8003.689767331226
1656910669,307000,4014118,13,12,12,4,32,25,12,4,27,31,4,4,26,11,4,4,27,98,11,0,2022-07-04T07:57:49,1304,21.73845,1656910680.447136,2022-07-04T07:58:00,1303145,21.719083333333334,8067.890407909117
1656910685,310000,4030121,14,32,12,2,29,31,4,4,27,6,4,4,26,11,4,4,24,44,11,0,2022-07-04T07:58:05,1320,22.005166666666664,1656910694.017081,2022-07-04T07:58:14,1319148,21.985799999999998,8184.215681274351
1656910695,358000,4040169,18,11,4,4,24,4,4,4,19,30,0,3,18,8,0,3,10,75,11,0,2022-07-04T07:58:15,1330,22.172633333333334,1656910704.7462409,2022-07-04T07:58:24,1329196,22.153266666666664,8249.010930198587
1656910733,315000,4078127,13,25,12,4,29,29,4,4,29,6,4,4,24,11,4,4,23,124,11,0,2022-07-04T07:58:53,1368,22.80525,1656910742.41986,2022-07-04T07:59:02,1367154,22.7859,8494.80454102068
1656910746,320000,4091132,15,25,12,4,28,29,4,4,27,31,4,4,23,11,4,3,21,240,11,0,2022-07-04T07:59:06,1381,23.022,1656910753.1061049,2022-07-04T07:59:13,1380159,23.002650000000003,8577.561117395298
1656910758,361000,4103173,16,2,4,4,29,12,12,4,29,25,12,4,28,11,4,4,29,67,11,0,2022-07-04T07:59:18,1393,23.222683333333336,1656910763.505293,2022-07-04T07:59:23,1392200,23.203333333333333,8664.213527867016
1656910769,327000,4114138,16,25,12,4,27,29,4,3,27,31,4,4,26,22,4,3,19,120,11,0,2022-07-04T07:59:29,1404,23.40545,1656910777.535641,2022-07-04T07:59:37,1403165,23.386083333333332,8736.2738935528
1656910803,332000,4148144,14,2,4,3,28,12,12,4,28,25,12,3,27,11,4,4,28,65,11,0,2022-07-04T08:00:03,1438,23.9722,1656910812.533861,2022-07-04T08:00:12,1437171,23.95285,8949.08243058049
1656910811,338000,4156151,16,12,12,4,28,29,4,3,25,32,12,4,25,8,0,3,22,31,11,0,2022-07-04T08:00:11,1446,24.105633333333333,1656910822.454412,2022-07-04T08:00:22,1445178,24.0863,8996.28989111527
1656910827,334000,4172146,14,12,12,4,27,25,12,3,26,29,4,4,25,11,4,4,24,225,11,0,2022-07-04T08:00:27,1462,24.372233333333334,1656910836.2693489,2022-07-04T08:00:36,1461173,24.352883333333335,9109.306960180566
1656910837,324000,4182136,15,31,4,4,27,28,16,3,26,20,4,4,22,11,4,4,25,255,11,0,2022-07-04T08:00:37,1472,24.538733333333333,1656910847.035168,2022-07-04T08:00:47,1471163,24.519383333333334,9177.456822054837
1656910851,332000,4196144,15,20,4,4,27,25,12,4,26,11,4,3,21,12,12,4,27,144,11,0,2022-07-04T08:00:51,1486,24.7722,1656910860.4341888,2022-07-04T08:01:00,1485171,24.752850000000002,9268.086484471083
1656910863,375000,4208187,17,25,12,4,27,24,12,4,20,6,4,1,0,11,4,4,18,226,11,0,2022-07-04T08:01:03,1498,24.972916666666666,1656910871.1136808,2022-07-04T08:01:11,1497214,24.953566666666667,9335.223154137664
1656910875,358000,4220170,17,12,12,4,27,25,12,4,26,32,12,4,23,11,4,4,25,53,11,0,2022-07-04T08:01:15,1510,25.172633333333334,1656910881.5239809,2022-07-04T08:01:21,1509197,25.15328333333333,9405.148182760504
1656910879,330000,4224143,16,2,4,4,28,12,12,4,28,6,4,4,29,11,4,4,27,163,11,0,2022-07-04T08:01:19,1514,25.238833333333332,1656910894.0829358,2022-07-04T08:01:34,1513170,25.2195,9428.579159456323
1656910897,335000,4242148,16,2,4,4,26,12,12,3,26,6,4,4,27,11,4,3,26,166,11,0,2022-07-04T08:01:37,1532,25.53891666666667,1656910904.5632808,2022-07-04T08:01:44,1531175,25.519583333333333,9563.069847380704
1656910909,366000,4254179,16,2,4,4,28,25,12,4,27,6,4,4,26,11,4,4,26,254,11,0,2022-07-04T08:01:49,1544,25.739433333333334,1656910918.502573,2022-07-04T08:01:58,1543206,25.7201,9653.88418585056
1656910921,313000,4266126,15,2,4,4,28,11,4,4,28,12,12,4,28,25,12,4,27,75,11,0,2022-07-04T08:02:01,1556,25.938550000000003,1656910929.481917,2022-07-04T08:02:09,1555153,25.919216666666667,9728.569850404429
1656910934,352000,4279165,15,25,12,4,29,32,12,4,29,6,4,4,26,11,4,4,26,188,11,0,2022-07-04T08:02:14,1569,26.155866666666668,1656910940.324,2022-07-04T08:02:20,1568192,26.136533333333333,9808.91428776902
1656910946,331000,4291145,14,2,4,4,28,12,12,4,28,25,12,4,26,11,4,4,27,19,11,0,2022-07-04T08:02:26,1581,26.355516666666666,1656910954.161505,2022-07-04T08:02:34,1580172,26.3362,9898.983466094627
1656910958,320000,4303133,15,11,4,4,31,12,12,4,30,32,12,4,29,25,12,4,28,106,11,0,2022-07-04T08:02:38,1593,26.555333333333333,1656910964.973996,2022-07-04T08:02:44,1592160,26.536,9992.01831401091
1656910970,306000,4315120,14,25,12,4,28,12,12,4,25,31,4,4,24,11,4,4,25,183,11,0,2022-07-04T08:02:50,1605,26.755100000000002,1656910978.991376,2022-07-04T08:02:58,1604147,26.735783333333334,10068.768289372598
1656910982,315000,4327129,14,25,12,4,32,29,4,4,27,31,4,4,26,32,12,4,22,11,11,0,2022-07-04T08:03:02,1617,26.95525,1656910989.6873,2022-07-04T08:03:09,1616156,26.93593333333333,10143.279380596347
1656911005,355000,4350169,18,25,12,4,27,29,4,4,25,31,4,4,25,32,12,4,21,158,11,0,2022-07-04T08:03:25,1640,27.33925,1656911013.5208318,2022-07-04T08:03:33,1639196,27.31993333333333,10316.778177346212
1656911017,379000,4362193,18,31,4,4,31,25,12,4,27,28,16,3,24,8,0,3,29,242,11,0,2022-07-04T08:03:37,1652,27.539649999999998,1656911024.0816798,2022-07-04T08:03:44,1651220,27.520333333333333,10406.032950815386
1656911030,338000,4375152,16,2,4,4,27,12,12,4,25,25,12,4,25,29,4,4,21,94,11,0,2022-07-04T08:03:50,1665,27.755633333333332,1656911037.64114,2022-07-04T08:03:57,1664179,27.736316666666667,10490.943765115835
1656911037,353000,4382167,16,25,12,4,27,20,4,4,25,29,4,4,20,11,4,1,0,35,11,0,2022-07-04T08:03:57,1672,27.87255,1656911047.701196,2022-07-04T08:04:07,1671194,27.853233333333332,10543.071094510531
1656911052,338000,4397153,16,12,12,4,28,25,12,4,28,29,4,4,22,11,4,3,21,208,11,0,2022-07-04T08:04:12,1687,28.1223,1656911061.448557,2022-07-04T08:04:21,1686180,28.103,10635.958937925556
1656911076,349000,4421164,16,12,12,4,28,25,12,4,28,29,4,4,26,11,4,4,26,117,11,0,2022-07-04T08:04:36,1711,28.522483333333334,1656911081.990201,2022-07-04T08:04:41,1710191,28.503183333333332,10762.376904400544
1656911089,353000,4434167,16,12,12,4,29,25,12,3,27,29,4,4,26,11,4,4,26,229,11,0,2022-07-04T08:04:49,1724,28.739216666666668,1656911095.948844,2022-07-04T08:04:55,1723194,28.7199,10840.159723196139
1656911096,351000,4441165,16,2,4,4,27,25,12,3,26,6,4,4,27,11,4,4,27,173,11,0,2022-07-04T08:04:56,1731,28.85585,1656911106.6486878,2022-07-04T08:05:06,1730192,28.836533333333332,10882.067701676144
1656911111,337000,4456152,15,25,12,4,28,31,4,4,27,6,4,4,25,11,4,4,23,90,11,0,2022-07-04T08:05:11,1746,29.105616666666666,1656911120.0398169,2022-07-04T08:05:20,1745179,29.08631666666667,10987.529877512316
1656911145,332000,4490147,14,25,12,4,28,29,4,4,25,31,4,4,25,8,0,1,0,25,11,0,2022-07-04T08:05:45,1780,29.6722,1656911154.5181198,2022-07-04T08:05:54,1779174,29.6529,11204.627794991176
1656911157,311000,4502127,14,29,4,4,30,31,4,4,28,12,12,4,26,20,4,4,21,112,11,0,2022-07-04T08:05:57,1792,29.87185,1656911165.078461,2022-07-04T08:06:05,1791154,29.852566666666668,11272.760144328273
1656911169,348000,4514163,15,12,12,4,28,31,4,4,26,32,12,4,25,11,4,4,25,200,11,0,2022-07-04T08:06:09,1804,30.072466666666667,1656911179.058456,2022-07-04T08:06:19,1803190,30.053166666666666,11335.669975237943
1656911181,333000,4526149,15,25,12,4,26,29,4,3,26,31,4,4,25,32,12,4,23,20,11,0,2022-07-04T08:06:21,1816,30.27221666666667,1656911189.750288,2022-07-04T08:06:29,1815176,30.25293333333333,11402.364676750229
1656911194,321000,4539137,15,25,12,4,28,31,4,4,26,19,12,4,24,12,12,4,23,132,11,0,2022-07-04T08:06:34,1829,30.48868333333333,1656911203.617864,2022-07-04T08:06:43,1828164,30.4694,11474.673832071565
1656911218,308000,4563124,13,12,12,3,30,25,12,4,30,29,4,4,26,31,4,4,26,50,11,0,2022-07-04T08:06:58,1853,30.888466666666666,1656911224.166741,2022-07-04T08:07:04,1852151,30.869183333333336,11611.566516910836
1656911229,313000,4574129,14,25,12,4,28,29,4,4,25,31,4,4,25,32,12,4,21,101,11,0,2022-07-04T08:07:09,1864,31.071883333333336,1656911238.166436,2022-07-04T08:07:18,1863156,31.052599999999998,11676.286304579338
1656911242,359000,4587176,14,25,12,4,30,12,12,4,27,29,4,3,23,11,4,4,26,216,11,0,2022-07-04T08:07:22,1877,31.289316666666664,1656911248.836164,2022-07-04T08:07:28,1876203,31.27005,11761.63668549275
1656911264,320000,4609137,14,2,4,4,26,12,12,4,26,25,12,4,26,11,4,4,25,73,11,0,2022-07-04T08:07:44,1899,31.65533333333333,1656911272.685917,2022-07-04T08:07:52,1898164,31.636066666666668,11900.608204762055
1656911276,301000,4621117,13,2,4,4,29,12,12,4,29,25,12,4,27,11,4,4,28,158,11,0,2022-07-04T08:07:56,1911,31.855016666666664,1656911283.3059049,2022-07-04T08:08:03,1910144,31.835733333333334,11975.951742771746
1656911312,350000,4657167,16,12,12,4,28,25,12,4,26,32,12,4,24,8,0,3,25,153,11,0,2022-07-04T08:08:32,1947,32.45583333333333,1656911322.6147768,2022-07-04T08:08:42,1946194,32.436566666666664,12189.856814633984
1656911325,357000,4670175,16,25,12,4,28,31,4,4,24,6,4,4,24,11,4,4,23,13,11,0,2022-07-04T08:08:45,1960,32.67261666666666,1656911333.265213,2022-07-04T08:08:53,1959202,32.65336666666666,12277.054748028972
1656911331,364000,4676181,16,25,12,4,28,31,4,4,26,32,12,4,21,8,0,3,19,179,11,0,2022-07-04T08:08:51,1966,32.772733333333335,1656911347.074293,2022-07-04T08:09:07,1965208,32.75346666666667,12311.709177897206
1656911350,311000,4695128,12,2,4,4,31,25,12,4,27,6,4,4,26,11,4,1,0,201,11,0,2022-07-04T08:09:10,1985,33.08851666666666,1656911357.016332,2022-07-04T08:09:17,1984155,33.06925,12411.604360968155
1656911362,333000,4707151,13,2,4,4,27,28,16,3,27,6,4,4,27,29,4,4,26,33,11,0,2022-07-04T08:09:22,1997,33.28888333333334,1656911371.3241599,2022-07-04T08:09:31,1996178,33.26963333333334,12498.365753394673
1656911373,346000,4718164,14,25,12,4,27,31,4,4,25,5,4,1,0,6,4,1,0,92,11,0,2022-07-04T08:09:33,2008,33.472433333333335,1656911381.454212,2022-07-04T08:09:41,2007191,33.453183333333335,12566.995523959788
1656911384,353000,4729171,15,30,0,3,33,25,12,4,29,28,16,3,29,29,4,4,27,146,11,0,2022-07-04T08:09:44,2019,33.655883333333335,1656911392.403705,2022-07-04T08:09:52,2018198,33.636633333333336,12631.91921331241
1656911397,359000,4742178,15,31,4,4,28,24,12,2,27,25,12,4,27,6,4,3,25,1,11,0,2022-07-04T08:09:57,2032,33.87265,1656911406.564908,2022-07-04T08:10:06,2031205,33.85341666666667,12704.612672073074
1656911405,356000,4750175,15,30,0,3,30,29,4,4,28,31,4,4,26,6,4,3,26,226,11,0,2022-07-04T08:10:05,2040,34.00593333333333,1656911417.2033439,2022-07-04T08:10:17,2039202,33.9867,12754.028629328277
1656911422,339000,4767157,15,25,12,4,28,4,4,3,26,31,4,4,26,6,4,4,25,200,11,0,2022-07-04T08:10:22,2057,34.288983333333334,1656911431.1032689,2022-07-04T08:10:31,2056184,34.269733333333335,12874.411040178436
1656911434,326000,4779144,15,25,12,4,27,31,4,4,26,5,4,3,22,20,4,4,22,27,11,0,2022-07-04T08:10:34,2069,34.48876666666667,1656911442.032857,2022-07-04T08:10:42,2068171,34.469516666666664,12947.321651411365
1656911447,333000,4792152,16,29,4,4,29,11,4,4,23,31,4,4,23,6,4,4,21,136,11,0,2022-07-04T08:10:47,2082,34.70555,1656911456.0348198,2022-07-04T08:10:56,2081179,34.68631666666667,13026.914903520355
1656911483,335000,4828154,16,25,12,4,27,29,4,4,27,31,4,3,24,22,4,3,19,136,11,0,2022-07-04T08:11:23,2118,35.30558333333333,1656911490.632525,2022-07-04T08:11:30,2117181,35.28635,13216.56740081899
1656911495,320000,4840139,14,31,4,4,30,22,4,4,26,29,4,4,25,6,4,1,0,214,11,0,2022-07-04T08:11:35,2130,35.50533333333333,1656911501.7145479,2022-07-04T08:11:41,2129166,35.4861,13275.36093564053
1656911508,363000,4853183,17,30,0,3,30,31,4,4,25,4,4,2,28,5,4,4,25,71,11,0,2022-07-04T08:11:48,2143,35.72271666666666,1656911515.761576,2022-07-04T08:11:55,2142210,35.7035,13344.655525893239
1656911518,315000,4863134,13,25,12,4,27,4,4,3,26,5,4,4,24,12,12,3,24,100,11,0,2022-07-04T08:11:58,2153,35.88858333333334,1656911526.744088,2022-07-04T08:12:06,2152161,35.869350000000004,13402.594797833082
1656911531,360000,4876180,16,11,4,4,29,12,12,3,27,25,12,4,26,6,4,3,28,216,11,0,2022-07-04T08:12:11,2166,36.106,1656911540.8413649,2022-07-04T08:12:20,2165207,36.08678333333333,13474.102170564305
1656911541,354000,4886174,16,21,4,3,28,24,12,3,28,25,12,4,26,4,4,3,26,236,11,0,2022-07-04T08:12:21,2176,36.27256666666666,1656911550.850744,2022-07-04T08:12:30,2175201,36.25335,13520.518275042974
1656911555,363000,4900183,17,31,4,4,31,32,12,3,28,30,0,3,27,6,4,4,24,121,11,0,2022-07-04T08:12:35,2190,36.506049999999995,1656911561.3905878,2022-07-04T08:12:41,2189210,36.48683333333334,13576.603032718753
1656911567,345000,4912165,15,25,12,4,30,29,4,4,27,31,4,4,26,6,4,4,23,208,11,0,2022-07-04T08:12:47,2202,36.705749999999995,1656911575.2905278,2022-07-04T08:12:55,2201192,36.68653333333334,13626.811193341602
1656911590,371000,4935191,16,11,4,3,30,12,12,4,29,25,12,4,28,6,4,4,23,91,11,0,2022-07-04T08:13:10,2225,37.08951666666667,1656911599.331944,2022-07-04T08:13:19,2224218,37.070299999999996,13733.742102604307
1656911602,334000,4947154,16,2,4,4,29,11,4,4,29,12,12,4,28,25,12,4,28,171,11,0,2022-07-04T08:13:22,2237,37.2889,1656911609.859509,2022-07-04T08:13:29,2236181,37.26968333333333,13792.104312571159
1656911609,321000,4954141,13,12,12,4,29,4,4,2,29,120,16,3,29,20,4,4,27,115,11,0,2022-07-04T08:13:29,2244,37.40535,1656911623.6794598,2022-07-04T08:13:43,2243168,37.38613333333333,13838.033882563164
1656911625,377000,4970198,16,25,12,4,28,4,4,3,26,5,4,3,26,29,4,4,26,62,11,0,2022-07-04T08:13:45,2260,37.67295,1656911633.5992968,2022-07-04T08:13:53,2259225,37.653749999999995,13952.525930699521
1656911637,366000,4982187,16,27,4,3,30,12,12,4,26,22,4,3,19,6,4,3,25,144,11,0,2022-07-04T08:13:57,2272,37.872766666666664,1656911644.459152,2022-07-04T08:14:04,2271214,37.853566666666666,14070.85050716466
1656911650,363000,4995184,15,25,12,4,27,6,4,4,19,11,4,4,18,5,4,0,0,255,11,0,2022-07-04T08:14:10,2285,38.08938333333333,1656911658.416533,2022-07-04T08:14:18,2284211,38.07018333333333,14113.508256789864
1656911672,396000,5017217,18,12,12,4,31,25,12,4,29,17,4,3,10,6,4,4,24,113,11,0,2022-07-04T08:14:32,2307,38.4566,1656911682.238653,2022-07-04T08:14:42,2306244,38.437400000000004,14209.908738696224
1656911685,341000,5030163,16,25,12,4,27,12,12,4,19,5,4,1,0,6,4,4,18,226,11,0,2022-07-04T08:14:45,2320,38.67235,1656911692.588969,2022-07-04T08:14:52,2319190,38.65316666666667,14265.073404765457
1656911706,491000,5052313,18,12,12,4,31,25,12,4,29,31,4,2,20,6,4,4,20,36,11,0,2022-07-04T08:15:06,2341,39.02485,1656911719.089416,2022-07-04T08:15:19,2341340,39.022333333333336,14372.136950347109
1656911718,801000,5064623,16,2,4,4,29,25,12,4,28,12,12,4,25,6,4,4,29,125,11,0,2022-07-04T08:15:18,2353,39.230016666666664,1656911729.8016238,2022-07-04T08:15:29,2353650,39.2275,14420.562865967737
1656911733,345000,5078167,16,25,12,4,28,2,4,4,24,29,4,3,22,5,4,1,0,0,11,0,2022-07-04T08:15:33,2368,39.47241666666666,1656911743.878113,2022-07-04T08:15:43,2367194,39.45323333333333,14489.809521862335
1656911746,316000,5091138,15,12,12,3,26,2,4,4,26,25,12,4,26,20,4,2,25,105,11,0,2022-07-04T08:15:46,2381,39.688599999999994,1656911754.66956,2022-07-04T08:15:54,2380165,39.66941666666666,14556.103931028452
1656911758,339000,5103161,16,12,12,4,32,25,12,4,28,5,4,4,26,29,4,3,26,189,11,0,2022-07-04T08:15:58,2393,39.888983333333336,1656911765.5896358,2022-07-04T08:16:05,2392188,39.869800000000005,14622.177043957132
1656911771,352000,5116174,16,31,4,4,29,20,4,3,26,25,12,4,26,6,4,4,24,49,11,0,2022-07-04T08:16:11,2406,40.105866666666664,1656911779.257185,2022-07-04T08:16:19,2405201,40.08668333333333,14694.43588208776
1656911796,358000,5141181,16,29,4,4,30,31,4,4,23,5,4,4,20,6,4,4,25,242,11,0,2022-07-04T08:16:36,2431,40.52263333333334,1656911803.8860009,2022-07-04T08:16:43,2430208,40.50346666666667,14828.724919181406
1656911803,346000,5148169,16,29,4,4,28,31,4,4,25,5,4,3,25,6,4,4,23,186,11,0,2022-07-04T08:16:43,2438,40.6391,1656911813.945885,2022-07-04T08:16:53,2437196,40.61993333333333,14864.966567944939
