time_s,time_us,time_steady,num_ch,svid_0,flags_0,quality_0,cno_0,svid_1,flags_1,quality_1,cno_1,svid_2,flags_2,quality_2,cno_2,svid_3,flags_3,quality_3,cno_3,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656913104,341000,6449174,13,12,13,4,30,25,13,4,28,20,4,4,25,6,4,4,24,170,11,0,2022-07-04T08:38:24,3739,62.32235,1656913114.538013,2022-07-04T08:38:34,3738201,62.30335,21591.905990308656
1656913117,337000,6462170,13,2,13,4,28,11,13,4,28,25,13,4,27,6,4,4,26,26,11,0,2022-07-04T08:38:37,3752,62.53895,1656913124.726541,2022-07-04T08:38:44,3751197,62.51995,21651.159757260517
1656913129,357000,6474190,15,2,13,4,31,11,13,4,30,25,13,4,29,6,4,4,27,113,11,0,2022-07-04T08:38:49,3764,62.73928333333333,1656913135.4861078,2022-07-04T08:38:55,3763217,62.720283333333334,21703.06049661952
1656913141,340000,6486173,13,2,13,4,29,11,13,4,28,25,13,4,28,29,4,4,22,195,11,0,2022-07-04T08:39:01,3776,62.939,1656913149.2761679,2022-07-04T08:39:09,3775200,62.919999999999995,21767.422178242552
1656913153,324000,6498157,13,2,13,4,30,11,13,4,30,25,13,4,30,6,4,4,27,20,11,0,2022-07-04T08:39:13,3788,63.138733333333334,1656913159.946061,2022-07-04T08:39:19,3787184,63.119733333333336,21823.802804444163
1656913181,292000,6526125,13,31,4,4,29,11,13,4,24,5,4,4,21,6,4,4,24,48,11,0,2022-07-04T08:39:41,3816,63.604866666666666,1656913194.006868,2022-07-04T08:39:54,3815152,63.58586666666667,21965.961755234104
1656913200,325000,6545158,13,12,13,4,30,25,13,4,26,5,4,4,24,31,4,4,24,70,11,0,2022-07-04T08:40:00,3835,63.92208333333333,1656913207.586468,2022-07-04T08:40:07,3834185,63.903083333333335,22068.36700380526
1656913234,343000,6579176,13,2,13,4,28,11,13,4,28,12,13,4,27,25,13,4,27,12,11,0,2022-07-04T08:40:34,3869,64.48904999999999,1656913242.456805,2022-07-04T08:40:42,3868203,64.47005,22253.765210529054
1656913246,318000,6591151,13,12,13,4,30,20,4,4,29,25,13,4,27,29,4,4,26,91,11,0,2022-07-04T08:40:46,3881,64.68863333333334,1656913256.186064,2022-07-04T08:40:56,3880178,64.66963333333334,22325.263241163007
1656913258,298000,6603131,13,29,4,4,30,31,4,4,25,12,13,4,21,6,4,4,24,174,11,0,2022-07-04T08:40:58,3893,64.8883,1656913266.9264278,2022-07-04T08:41:06,3892158,64.8693,22393.608280409677
1656913282,303000,6627136,13,12,13,4,30,25,13,4,27,29,4,4,26,31,4,4,22,90,11,0,2022-07-04T08:41:22,3917,65.28838333333333,1656913291.057152,2022-07-04T08:41:31,3916163,65.26938333333334,22529.924284246783
1656913293,332000,6638165,14,25,13,4,27,31,4,4,25,22,4,4,23,29,4,4,23,142,11,0,2022-07-04T08:41:33,3928,65.4722,1656913300.8759959,2022-07-04T08:41:40,3927192,65.4532,22596.751504347736
1656913304,325000,6649159,13,25,13,4,29,29,4,4,28,31,4,4,26,11,13,4,21,197,11,0,2022-07-04T08:41:44,3939,65.65541666666667,1656913314.4761639,2022-07-04T08:41:54,3938186,65.63643333333333,22655.5887928616
1656913316,325000,6661159,14,12,13,4,29,28,16,3,28,5,4,4,26,29,4,4,25,28,11,0,2022-07-04T08:41:56,3951,65.85541666666667,1656913325.116896,2022-07-04T08:42:05,3950186,65.83643333333333,22718.573176670212
1656913323,323000,6668156,13,20,4,4,28,12,13,4,26,25,13,4,26,29,4,4,25,228,11,0,2022-07-04T08:42:03,3958,65.97205,1656913335.786212,2022-07-04T08:42:15,3957183,65.95305,22756.251484687073
1656913350,310000,6695143,14,25,13,4,28,29,4,4,28,31,4,4,25,22,4,4,20,218,11,0,2022-07-04T08:42:30,3985,66.42183333333334,1656913358.9262838,2022-07-04T08:42:38,3984170,66.40283333333333,22896.945170454546
1656913363,299000,6708133,13,2,13,4,30,11,13,4,29,20,4,4,28,25,13,4,28,77,11,0,2022-07-04T08:42:43,3998,66.63831666666667,1656913373.196025,2022-07-04T08:42:53,3997160,66.61933333333333,22966.27389772897
1656913375,304000,6720138,13,2,13,4,26,11,13,4,25,12,13,4,25,25,13,4,25,164,11,0,2022-07-04T08:42:55,4010,66.83840000000001,1656913383.217193,2022-07-04T08:43:03,4009165,66.81941666666667,23021.491359710522
1656913387,301000,6732135,13,2,13,4,27,31,4,4,27,5,4,4,28,6,4,4,25,241,11,0,2022-07-04T08:43:07,4022,67.03835,1656913397.656056,2022-07-04T08:43:17,4021162,67.01936666666667,23076.883264916323
1656913399,339000,6744173,13,25,13,4,27,29,4,4,25,20,4,4,24,31,4,4,24,69,11,0,2022-07-04T08:43:19,4034,67.23898333333334,1656913407.766136,2022-07-04T08:43:27,4033200,67.22,23130.48026035589
1656913407,315000,6752149,14,2,13,4,30,11,13,4,29,12,13,4,26,6,4,4,26,41,11,0,2022-07-04T08:43:27,4042,67.37191666666666,1656913418.301616,2022-07-04T08:43:38,4041176,67.35293333333333,23176.20477138187
1656913423,335000,6768169,14,11,13,4,30,12,13,4,25,20,4,4,24,6,4,4,27,243,11,0,2022-07-04T08:43:43,4058,67.63891666666667,1656913431.9262528,2022-07-04T08:43:51,4057196,67.61993333333334,23256.557774926885
1656913435,319000,6780153,14,2,13,4,29,11,13,4,29,25,13,4,28,29,4,4,23,65,11,0,2022-07-04T08:43:55,4070,67.83865,1656913442.566668,2022-07-04T08:44:02,4069180,67.81966666666666,23318.143083523668
1656913459,314000,6804149,14,2,13,4,29,11,13,4,29,25,13,4,28,6,4,4,26,234,11,0,2022-07-04T08:44:19,4094,68.23856666666667,1656913466.776136,2022-07-04T08:44:26,4093176,68.2196,23444.713752248004
1656913471,294000,6816128,13,20,4,4,30,25,13,4,29,12,13,4,27,29,4,4,25,62,11,0,2022-07-04T08:44:31,4106,68.43823333333333,1656913480.556365,2022-07-04T08:44:40,4105155,68.41924999999999,23510.024148945788
1656913483,314000,6828148,13,12,13,4,30,25,13,4,28,5,4,4,26,31,4,4,26,142,11,0,2022-07-04T08:44:43,4118,68.63856666666668,1656913491.377301,2022-07-04T08:44:51,4117175,68.61958333333334,23580.34617342394
1656913491,328000,6836162,13,12,13,4,30,25,13,4,28,5,4,4,26,29,4,4,24,111,11,0,2022-07-04T08:44:51,4126,68.77213333333334,1656913501.916013,2022-07-04T08:45:01,4125189,68.75315,23625.890012245512
1656913518,312000,6863147,14,25,13,4,28,29,4,4,28,12,13,4,24,6,4,4,26,115,11,0,2022-07-04T08:45:18,4153,69.22186666666667,1656913525.636545,2022-07-04T08:45:25,4152174,69.2029,23764.592921729025
1656913529,334000,6874168,14,29,4,5,31,31,4,4,29,5,4,4,26,6,4,4,25,164,11,0,2022-07-04T08:45:29,4164,69.40556666666666,1656913538.587704,2022-07-04T08:45:38,4163195,69.38658333333333,23829.002353461667
1656913541,331000,6886165,13,29,4,4,30,31,4,4,28,11,13,4,24,6,4,4,22,247,11,0,2022-07-04T08:45:41,4176,69.60551666666667,1656913548.357333,2022-07-04T08:45:48,4175192,69.58653333333334,23904.9461044163
1656913552,320000,6897154,13,29,4,4,31,31,4,4,27,5,4,4,25,6,4,4,25,49,11,0,2022-07-04T08:45:52,4187,69.78866666666666,1656913558.9979608,2022-07-04T08:45:58,4186181,69.76968333333333,23959.799358021795
1656913564,306000,6909140,13,25,13,4,28,29,4,4,26,31,4,4,25,6,4,4,27,136,11,0,2022-07-04T08:46:04,4199,69.98843333333333,1656913572.765992,2022-07-04T08:46:12,4198167,69.96945000000001,24023.145538767687
1656913576,289000,6921123,13,25,12,4,29,29,4,4,27,31,4,4,26,18,4,4,21,214,11,0,2022-07-04T08:46:16,4211,70.18815,1656913584.126248,2022-07-04T08:46:24,4210150,70.16916666666665,24109.5168672342
1656913588,334000,6933169,14,12,13,4,28,25,13,4,27,29,4,4,27,31,4,4,24,41,11,0,2022-07-04T08:46:28,4223,70.38889999999999,1656913597.3261518,2022-07-04T08:46:37,4222196,70.36993333333334,24150.878971116646
1656913601,325000,6946159,12,11,13,4,30,20,4,4,29,25,13,4,28,29,4,4,24,156,11,0,2022-07-04T08:46:41,4236,70.60541666666667,1656913607.772348,2022-07-04T08:46:47,4235186,70.58643333333333,24230.30606439324
1656913612,347000,6957182,13,2,13,4,31,11,13,4,30,25,13,4,29,18,4,4,28,215,11,0,2022-07-04T08:46:52,4247,70.78911666666666,1656913621.376956,2022-07-04T08:47:01,4246209,70.77015,24283.777423618885
1656913624,332000,6969167,13,2,13,4,28,11,13,4,27,25,13,4,27,18,4,4,26,37,11,0,2022-07-04T08:47:04,4259,70.98886666666667,1656913632.245952,2022-07-04T08:47:12,4258194,70.96990000000001,24350.175273095378
1656913659,308000,7004143,13,2,13,4,32,11,13,4,32,25,13,4,30,6,4,4,26,7,11,0,2022-07-04T08:47:39,4294,71.5718,1656913667.1258519,2022-07-04T08:47:47,4293170,71.55283333333334,24529.864487463976
1656913672,359000,7017194,15,2,13,4,29,11,13,4,28,25,13,4,27,6,4,4,27,114,11,0,2022-07-04T08:47:52,4307,71.78931666666668,1656913680.966141,2022-07-04T08:48:00,4306221,71.77035,24594.158012712833
1656913682,331000,7027165,13,2,13,4,29,11,13,4,29,25,13,4,28,6,4,4,26,139,11,0,2022-07-04T08:48:02,4317,71.95551666666667,1656913690.7670488,2022-07-04T08:48:10,4316192,71.93653333333333,24643.46771453512
1656913695,332000,7040167,14,2,13,4,32,11,13,4,31,20,4,4,29,25,13,4,29,254,11,0,2022-07-04T08:48:15,4330,72.1722,1656913701.336297,2022-07-04T08:48:21,4329194,72.15323333333335,24706.74694306723
1656913707,313000,7052147,13,2,13,4,30,11,13,4,29,20,4,4,27,25,13,4,27,82,11,0,2022-07-04T08:48:27,4342,72.37188333333333,1656913714.8463118,2022-07-04T08:48:34,4341174,72.3529,24760.34382063834
1656913719,344000,7064178,13,2,13,4,31,11,13,4,31,20,4,4,29,25,13,4,29,163,11,0,2022-07-04T08:48:39,4354,72.5724,1656913725.315889,2022-07-04T08:48:45,4353205,72.55341666666666,24812.55522745578
1656913729,317000,7074152,13,2,13,4,29,11,13,4,29,20,4,4,29,25,13,4,29,188,11,0,2022-07-04T08:48:49,4364,72.73861666666667,1656913739.036033,2022-07-04T08:48:59,4363179,72.71965,24854.532924770196
1656913741,349000,7086183,14,20,4,4,29,11,13,4,27,12,13,4,27,25,13,4,27,19,11,0,2022-07-04T08:49:01,4376,72.93915,1656913749.916772,2022-07-04T08:49:09,4375210,72.92016666666667,24909.699854474653
1656913765,355000,7110189,13,2,13,4,28,12,13,4,28,20,13,4,28,29,4,4,26,183,11,0,2022-07-04T08:49:25,4400,73.33924999999999,1656913773.795637,2022-07-04T08:49:33,4399216,73.32026666666667,25025.414776712634
1656913774,304000,7119139,13,2,13,4,29,20,13,4,29,29,4,4,27,6,4,4,21,179,11,0,2022-07-04T08:49:34,4409,73.4884,1656913784.395597,2022-07-04T08:49:44,4408166,73.46943333333334,25077.98943926108
1656913789,305000,7134140,13,2,13,4,33,25,13,4,29,20,13,4,28,29,4,4,25,95,11,0,2022-07-04T08:49:49,4424,73.73841666666667,1656913798.305512,2022-07-04T08:49:58,4423167,73.71945000000001,25137.35426213569
1656913801,330000,7146165,13,2,13,4,30,11,13,4,28,25,13,4,28,6,4,4,26,173,11,0,2022-07-04T08:50:01,4436,73.93883333333333,1656913808.9756799,2022-07-04T08:50:08,4435192,73.91986666666666,25201.068718427596
1656913814,339000,7159174,13,2,13,4,31,11,13,4,30,25,13,4,29,6,4,4,27,29,11,0,2022-07-04T08:50:14,4449,74.15565,1656913822.436645,2022-07-04T08:50:22,4448201,74.13668333333334,25268.506377467103
1656913826,356000,7171191,14,2,13,4,30,11,13,4,30,25,13,4,28,29,4,4,25,116,11,0,2022-07-04T08:50:26,4461,74.35593333333333,1656913833.565616,2022-07-04T08:50:33,4460218,74.33696666666667,25338.507518339127
1656913833,321000,7178156,14,2,13,4,30,20,13,4,29,12,13,4,26,29,4,4,26,59,11,0,2022-07-04T08:50:33,4468,74.47201666666666,1656913847.2659159,2022-07-04T08:50:47,4467183,74.45305,25388.469445585535
1656913850,345000,7195180,13,12,13,4,30,25,13,4,28,29,4,4,26,31,4,4,23,24,11,0,2022-07-04T08:50:50,4485,74.75575,1656913858.036849,2022-07-04T08:50:58,4484207,74.73678333333334,25474.312010864924
1656913859,316000,7204151,14,12,13,4,29,20,13,4,27,25,13,4,27,29,4,4,26,21,11,0,2022-07-04T08:50:59,4494,74.90526666666666,1656913867.996676,2022-07-04T08:51:07,4493178,74.88629999999999,25528.2868517478
1656913874,352000,7219187,15,2,13,4,28,11,13,4,27,12,13,4,27,20,13,4,27,194,11,0,2022-07-04T08:51:14,4509,75.15586666666667,1656913881.435245,2022-07-04T08:51:21,4508214,75.1369,25618.65585217867
1656913886,325000,7231160,14,2,13,4,31,11,13,4,31,25,13,4,29,6,4,4,27,21,11,0,2022-07-04T08:51:26,4521,75.35541666666667,1656913892.2262318,2022-07-04T08:51:32,4520187,75.33645,25673.94221855648
1656913897,348000,7242183,14,2,13,4,30,11,13,4,29,25,13,4,29,12,13,4,26,74,11,0,2022-07-04T08:51:37,4532,75.53913333333334,1656913905.825381,2022-07-04T08:51:45,4531210,75.52016666666667,25743.24631195966
1656913909,323000,7254158,15,2,13,4,30,11,13,4,30,18,4,4,27,25,13,4,27,157,11,0,2022-07-04T08:51:49,4544,75.73871666666668,1656913916.6160638,2022-07-04T08:51:56,4543185,75.71975,25802.058970519898
1656913920,340000,7265175,14,2,13,5,32,11,13,4,31,25,13,4,30,6,4,4,26,216,11,0,2022-07-04T08:52:00,4555,75.92233333333334,1656913926.496433,2022-07-04T08:52:06,4554202,75.90336666666667,25865.737036244715
1656913932,329000,7277164,14,2,13,4,29,11,13,4,28,25,13,4,27,12,13,4,25,47,11,0,2022-07-04T08:52:12,4567,76.12214999999999,1656913940.405392,2022-07-04T08:52:20,4566191,76.10318333333333,25920.883637531926
1656913944,318000,7289152,14,2,13,4,31,11,13,4,30,25,13,4,29,12,13,4,26,124,11,0,2022-07-04T08:52:24,4579,76.32196666666667,1656913950.916601,2022-07-04T08:52:30,4578179,76.30298333333333,25976.667423644783
1656913955,317000,7300152,14,2,13,4,29,11,13,4,29,25,13,4,28,18,4,4,27,179,11,0,2022-07-04T08:52:35,4590,76.50528333333334,1656913964.615517,2022-07-04T08:52:44,4589179,76.48631666666667,26044.18172765416
1656913966,334000,7311169,14,2,13,4,27,11,13,4,27,12,13,4,27,25,13,4,26,238,11,0,2022-07-04T08:52:46,4601,76.6889,1656913975.239168,2022-07-04T08:52:55,4600196,76.66993333333333,26093.15671685777
1656913974,345000,7319179,14,12,13,4,28,25,13,4,28,5,4,4,24,18,4,4,24,211,11,0,2022-07-04T08:52:54,4609,76.82241666666667,1656913985.1767368,2022-07-04T08:53:05,4608206,76.80343333333333,26136.508429323807
1656913990,313000,7335148,13,2,13,4,28,11,13,4,28,25,13,4,28,12,13,4,26,151,11,0,2022-07-04T08:53:10,4625,77.08855,1656913999.05652,2022-07-04T08:53:19,4624175,77.06958333333334,26204.82457584965
1656914014,344000,7359179,13,2,13,4,31,11,13,4,30,25,13,4,28,6,4,4,26,61,11,0,2022-07-04T08:53:34,4649,77.48906666666667,1656914022.9956648,2022-07-04T08:53:42,4648206,77.4701,26305.899307660467
1656914026,321000,7371156,14,2,13,4,29,11,13,4,28,20,13,4,27,25,13,4,27,147,11,0,2022-07-04T08:53:46,4661,77.68868333333333,1656914033.826144,2022-07-04T08:53:53,4660183,77.66971666666667,26358.311025330255
1656914038,355000,7383189,14,11,13,4,29,20,13,4,29,25,13,4,27,29,4,4,26,228,11,0,2022-07-04T08:53:58,4673,77.88924999999999,1656914047.6553118,2022-07-04T08:54:07,4672216,77.87026666666667,26399.647960110302
1656914063,332000,7408167,14,20,13,4,31,11,13,4,29,25,13,4,28,29,4,4,27,167,11,0,2022-07-04T08:54:23,4698,78.30553333333334,1656914072.435968,2022-07-04T08:54:32,4697194,78.28656666666667,26492.63800108358
1656914075,315000,7420149,14,12,13,4,28,25,13,4,27,29,4,4,25,18,4,4,23,253,11,0,2022-07-04T08:54:35,4710,78.50524999999999,1656914083.0055919,2022-07-04T08:54:43,4709176,78.48626666666668,26444.819691082965
1656914087,312000,7432147,14,2,13,4,32,20,13,4,31,25,13,4,29,6,4,4,24,75,11,0,2022-07-04T08:54:47,4722,78.7052,1656914093.415333,2022-07-04T08:54:53,4721174,78.68623333333333,26185.270229729445
1656914098,332000,7443166,13,25,13,4,29,4,4,4,24,12,13,4,21,6,4,4,21,130,11,0,2022-07-04T08:54:58,4733,78.88886666666667,1656914107.0153198,2022-07-04T08:55:07,4732193,78.86988333333333,25768.624406697432
1656914105,323000,7450157,13,2,12,3,27,12,13,4,27,5,4,4,25,20,13,4,25,74,11,0,2022-07-04T08:55:05,4740,79.00538333333334,1656914117.535353,2022-07-04T08:55:17,4739184,78.9864,25480.881289526023
1656914122,324000,7467159,12,29,4,4,28,20,13,4,24,26,4,3,24,6,4,4,24,48,11,0,2022-07-04T08:55:22,4757,79.28873333333333,1656914131.7465398,2022-07-04T08:55:31,4756186,79.26976666666665,24740.95094163597
1656914131,312000,7476146,12,2,12,4,30,11,12,4,29,5,4,4,28,12,12,3,26,42,11,0,2022-07-04T08:55:31,4766,79.43853333333333,1656914142.5655599,2022-07-04T08:55:42,4765173,79.41955,24356.150692540497
1656914157,382000,7502216,14,25,13,4,28,31,4,3,28,5,4,4,26,6,4,4,21,13,11,0,2022-07-04T08:55:57,4792,79.87303333333332,1656914166.36618,2022-07-04T08:56:06,4791243,79.85405,23243.732638865527
1656914170,366000,7515200,13,12,13,4,32,25,13,4,29,5,4,4,29,31,4,4,27,128,11,0,2022-07-04T08:56:10,4805,80.08943333333333,1656914176.546232,2022-07-04T08:56:16,4804227,80.07045,22705.09410577886
1656914182,322000,7527157,13,2,13,4,28,11,13,4,27,25,13,4,26,12,13,4,25,205,11,0,2022-07-04T08:56:22,4817,80.2887,1656914190.586232,2022-07-04T08:56:30,4816184,80.26973333333333,22335.742646177652
1656914195,328000,7540162,13,11,13,4,29,31,4,4,29,5,4,4,30,25,13,4,25,61,11,0,2022-07-04T08:56:35,4830,80.50546666666668,1656914201.275508,2022-07-04T08:56:41,4829189,80.48648333333334,21886.473247291076
1656914204,322000,7549157,14,12,13,4,31,4,4,4,26,5,4,4,27,11,13,4,26,62,11,0,2022-07-04T08:56:44,4839,80.65536666666667,1656914214.6261759,2022-07-04T08:56:54,4838184,80.63640000000001,21575.79133328326
1656914215,353000,7560187,15,2,13,4,27,9,0,3,27,25,13,4,26,28,16,3,26,121,11,0,2022-07-04T08:56:55,4850,80.83921666666667,1656914224.7152,2022-07-04T08:57:04,4849214,80.82023333333333,21064.80869630488
1656914225,309000,7570144,13,2,12,3,29,11,13,4,29,12,13,4,26,20,13,4,26,145,11,0,2022-07-04T08:57:05,4860,81.00515,1656914235.015364,2022-07-04T08:57:15,4859171,80.98618333333334,20890.667848623598
1656914240,370000,7585204,13,2,13,4,27,25,13,4,27,5,4,4,25,20,13,4,23,58,11,0,2022-07-04T08:57:20,4875,81.25616666666666,1656914249.045301,2022-07-04T08:57:29,4874231,81.23718333333333,20433.696335570316
1656914252,354000,7597189,13,31,4,4,31,20,13,4,25,12,13,4,24,26,4,4,24,141,11,0,2022-07-04T08:57:32,4887,81.4559,1656914259.065377,2022-07-04T08:57:39,4886216,81.43693333333334,20081.095835101736
1656914263,331000,7608166,13,2,13,4,29,11,13,4,28,25,13,4,27,6,4,4,27,199,11,0,2022-07-04T08:57:43,4898,81.63885,1656914273.134841,2022-07-04T08:57:53,4897193,81.61988333333333,19771.580890275207
1656914276,311000,7621145,13,12,13,4,30,26,4,4,29,5,4,4,28,29,4,4,26,51,11,0,2022-07-04T08:57:56,4911,81.85518333333333,1656914283.8549168,2022-07-04T08:58:03,4910172,81.83619999999999,19409.004071231142
1656914300,354000,7645189,13,12,13,4,28,25,13,4,27,31,4,4,26,29,4,4,24,220,11,0,2022-07-04T08:58:20,4935,82.25590000000001,1656914308.295677,2022-07-04T08:58:28,4934216,82.23693333333334,18765.073813433624
1656914311,339000,7656174,15,28,16,3,32,11,12,3,30,20,12,3,30,124,16,3,30,22,11,0,2022-07-04T08:58:31,4946,82.43898333333333,1656914318.375725,2022-07-04T08:58:38,4945201,82.42001666666667,18487.68138261653
1656914335,321000,7680156,15,124,16,3,38,29,4,3,35,126,16,3,33,6,4,1,0,186,11,0,2022-07-04T08:58:55,4970,82.83868333333334,1656914342.8458278,2022-07-04T08:59:02,4969183,82.81971666666666,17892.580126146557
1656914347,356000,7692191,17,124,16,3,32,28,16,3,21,31,4,3,20,6,4,0,0,14,11,0,2022-07-04T08:59:07,4982,83.03926666666666,1656914356.5630648,2022-07-04T08:59:16,4981218,83.02029999999999,17605.454341420413
1656914360,323000,7705157,15,120,16,3,36,124,16,3,30,5,4,4,9,6,4,1,0,129,11,0,2022-07-04T08:59:20,4995,83.25538333333334,1656914367.4760768,2022-07-04T08:59:27,4994184,83.2364,17302.869108908464
1656914372,363000,7717197,16,18,4,4,35,120,16,3,28,126,16,3,28,6,4,1,0,212,11,0,2022-07-04T08:59:32,5007,83.45605,1656914381.0579839,2022-07-04T08:59:41,5006224,83.43706666666667,17028.065958523475
1656914384,300000,7729133,14,31,4,3,33,126,16,3,30,5,4,4,30,6,4,1,0,37,11,0,2022-07-04T08:59:44,5019,83.655,1656914391.6901278,2022-07-04T08:59:51,5018160,83.636,16760.556006097602
1656914395,314000,7740147,14,25,12,3,18,4,4,1,0,5,4,1,0,6,4,0,0,92,11,0,2022-07-04T08:59:55,5030,83.83856666666667,1656914402.2074049,2022-07-04T09:00:02,5029174,83.81956666666666,16516.919605484043
1656914407,318000,7752151,16,25,12,3,28,4,4,3,26,26,4,3,25,6,4,3,28,179,11,0,2022-07-04T09:00:07,5042,84.03863333333334,1656914415.62778,2022-07-04T09:00:15,5041178,84.01963333333333,16256.998897378568
1656914414,353000,7759186,16,120,16,3,29,18,4,4,27,31,4,4,27,124,16,3,27,124,11,0,2022-07-04T09:00:14,5049,84.15588333333334,1656914426.0180478,2022-07-04T09:00:26,5048213,84.13688333333333,16106.816131846912
1656914430,343000,7775175,15,9,0,3,28,29,4,4,26,25,12,3,23,6,4,3,23,60,11,0,2022-07-04T09:00:30,5065,84.42238333333333,1656914439.91734,2022-07-04T09:00:39,5064202,84.40336666666667,15761.71846234846
1656914442,328000,7787160,16,26,4,3,16,4,4,3,16,29,4,3,16,6,4,3,8,143,11,0,2022-07-04T09:00:42,5077,84.62213333333334,1656914450.813021,2022-07-04T09:00:50,5076187,84.60311666666666,15593.293576338336
1656914450,334000,7795166,16,28,16,3,25,4,4,3,24,5,4,1,0,6,4,4,9,116,11,0,2022-07-04T09:00:50,5085,84.75556666666667,1656914460.8747919,2022-07-04T09:01:00,5084193,84.73655000000001,15455.052360201988
