time_s,time_us,time_steady,num_ch,svid_0,flags_0,quality_0,cno_0,svid_1,flags_1,quality_1,cno_1,svid_2,flags_2,quality_2,cno_2,svid_3,flags_3,quality_3,cno_3,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656914466,348000,7811180,16,20,12,3,18,31,4,3,16,5,4,1,0,6,4,1,0,62,11,0,2022-07-04T09:01:06,5101,85.02246666666666,1656914474.698117,2022-07-04T09:01:14,5100207,85.00345,15175.371760271122
1656914478,359000,7823191,16,2,12,1,0,4,4,3,15,5,4,1,0,6,4,1,0,139,11,0,2022-07-04T09:01:18,5113,85.22265,1656914485.918172,2022-07-04T09:01:25,5112218,85.20363333333333,14966.201645325606
1656914491,344000,7836175,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,250,11,0,2022-07-04T09:01:31,5126,85.43906666666666,1656914499.248353,2022-07-04T09:01:39,5125202,85.42003333333334,14747.422601645903
1656914503,334000,7848166,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,81,11,0,2022-07-04T09:01:43,5138,85.63889999999999,1656914510.167613,2022-07-04T09:01:50,5137193,85.61988333333333,14548.926552335117
1656914515,356000,7860188,16,2,12,1,0,4,4,3,12,5,4,1,0,6,4,1,0,169,11,0,2022-07-04T09:01:55,5150,85.83926666666666,1656914523.707845,2022-07-04T09:02:03,5149215,85.82025,14348.318042813906
1656914527,343000,7872175,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,246,11,0,2022-07-04T09:02:07,5162,86.03905,1656914534.558785,2022-07-04T09:02:14,5161202,86.02003333333333,14153.211913225674
1656914539,314000,7884146,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,73,11,0,2022-07-04T09:02:19,5174,86.23856666666667,1656914548.4396648,2022-07-04T09:02:28,5173173,86.21955,13963.63570950268
1656914552,344000,7897176,16,29,4,3,18,31,4,3,10,5,4,1,0,6,4,1,0,189,11,0,2022-07-04T09:02:32,5187,86.45573333333333,1656914559.010812,2022-07-04T09:02:39,5186203,86.43671666666667,13761.618330692643
1656914563,319000,7908151,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,247,11,0,2022-07-04T09:02:43,5198,86.63865000000001,1656914569.849736,2022-07-04T09:02:49,5197178,86.61963333333333,13593.556143861528
1656914576,315000,7921146,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,98,11,0,2022-07-04T09:02:56,5211,86.85525,1656914583.748224,2022-07-04T09:03:03,5210173,86.83621666666666,13404.224875717933
1656914586,319000,7931150,16,2,12,3,11,4,4,1,0,5,4,1,0,6,4,1,0,124,11,0,2022-07-04T09:03:06,5221,87.02198333333334,1656914594.17816,2022-07-04T09:03:14,5220177,87.00295,13256.721616458262
1656914622,372000,7967203,18,28,16,3,25,9,0,3,24,25,12,3,19,6,4,1,0,122,11,0,2022-07-04T09:03:42,5257,87.62286666666667,1656914632.298729,2022-07-04T09:03:52,5256230,87.60383333333333,12739.982215090093
1656914631,349000,7976180,17,8,0,3,27,28,16,3,25,5,4,1,0,6,4,1,0,121,11,0,2022-07-04T09:03:51,5266,87.77248333333334,1656914642.058157,2022-07-04T09:04:02,5265207,87.75345,12610.828319888444
1656914645,353000,7990184,15,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,6,11,0,2022-07-04T09:04:05,5280,88.00588333333333,1656914652.879169,2022-07-04T09:04:12,5279211,87.98685,12410.195910960016
1656914670,339000,8015169,16,28,16,3,27,4,4,1,0,5,4,1,0,6,4,1,0,205,11,0,2022-07-04T09:04:30,5305,88.42231666666666,1656914677.308477,2022-07-04T09:04:37,5304196,88.40326666666667,12060.954400900995
1656914681,355000,8026186,16,2,12,1,0,4,4,1,0,5,4,3,26,6,4,1,0,2,11,0,2022-07-04T09:04:41,5316,88.60591666666666,1656914691.460381,2022-07-04T09:04:51,5315213,88.58688333333333,11914.874484390202
1656914694,356000,8039186,17,28,16,3,26,4,4,3,25,25,12,3,23,6,4,1,0,114,11,0,2022-07-04T09:04:54,5329,88.8226,1656914702.429324,2022-07-04T09:05:02,5328213,88.80355,11744.742584206419
1656914706,350000,8051180,18,9,0,3,23,11,12,3,18,5,4,0,0,6,4,1,0,201,11,0,2022-07-04T09:05:06,5341,89.02250000000001,1656914717.182268,2022-07-04T09:05:17,5340207,89.00345,11588.353751528608
1656914719,366000,8064197,17,28,16,3,30,4,4,3,26,11,12,3,22,6,4,1,0,58,11,0,2022-07-04T09:05:19,5354,89.23943333333334,1656914727.2695758,2022-07-04T09:05:27,5353224,89.2204,11419.86951821861
1656914731,337000,8075167,16,11,12,3,24,4,4,1,0,5,4,1,0,6,4,1,0,109,11,0,2022-07-04T09:05:31,5366,89.43895,1656914738.628913,2022-07-04T09:05:38,5364194,89.40323333333335,11265.05791857836
1656914743,358000,8088188,16,20,12,3,26,4,4,1,0,5,4,1,0,6,4,1,0,221,11,0,2022-07-04T09:05:43,5378,89.6393,1656914752.30936,2022-07-04T09:05:52,5377215,89.62025,11111.136948965132
1656914756,379000,8101209,18,8,0,3,25,4,4,3,29,28,16,3,25,6,4,1,0,81,11,0,2022-07-04T09:05:56,5391,89.85631666666667,1656914763.24914,2022-07-04T09:06:03,5390236,89.83726666666666,10949.871515627887
1656914767,353000,8112183,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,137,11,0,2022-07-04T09:06:07,5402,90.03921666666666,1656914777.548333,2022-07-04T09:06:17,5401210,90.02016666666667,10816.941737482399
1656914780,324000,8125154,16,2,12,3,17,26,4,3,15,5,4,1,0,6,4,1,0,245,11,0,2022-07-04T09:06:20,5415,90.2554,1656914788.588477,2022-07-04T09:06:28,5414181,90.23634999999999,10660.372449560846
1656914793,318000,8138147,15,26,4,3,13,4,4,1,0,5,4,1,0,6,4,1,0,101,11,0,2022-07-04T09:06:33,5428,90.47196666666667,1656914802.7294278,2022-07-04T09:06:42,5427174,90.4529,10504.587320214036
1656914806,335000,8151165,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,217,11,0,2022-07-04T09:06:46,5441,90.68891666666667,1656914813.458433,2022-07-04T09:06:53,5440192,90.66986666666666,10351.323900289774
1656914818,332000,8163161,16,18,4,3,27,4,4,1,0,5,4,1,0,6,4,1,0,44,11,0,2022-07-04T09:06:58,5453,90.88886666666667,1656914828.20094,2022-07-04T09:07:08,5452188,90.8698,10210.319730706415
1656914831,340000,8176170,16,2,12,1,0,4,4,3,22,5,4,1,0,6,4,1,0,154,11,0,2022-07-04T09:07:11,5466,91.10566666666666,1656914839.0096369,2022-07-04T09:07:19,5465197,91.08661666666667,10057.470131560565
1656914844,346000,8189175,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,10,11,0,2022-07-04T09:07:24,5479,91.32243333333332,1656914849.968564,2022-07-04T09:07:29,5478202,91.30336666666668,9904.336653601025
1656914856,338000,8201168,17,20,12,3,22,4,4,1,0,5,4,1,0,6,4,3,10,97,11,0,2022-07-04T09:07:36,5491,91.5223,1656914864.0485399,2022-07-04T09:07:44,5490195,91.50325,9767.305863491933
1656914869,344000,8214173,16,20,12,4,33,4,4,4,35,29,4,4,31,6,4,4,33,208,11,0,2022-07-04T09:07:49,5504,91.73906666666667,1656914875.158537,2022-07-04T09:07:55,5503200,91.72,9617.985682618833
1656914880,366000,8225195,16,18,4,3,21,4,4,1,0,5,4,1,0,6,4,1,0,5,11,0,2022-07-04T09:08:00,5515,91.92276666666666,1656914889.5986,2022-07-04T09:08:09,5514222,91.9037,9492.904918594939
1656914893,378000,8238207,17,29,4,4,32,4,4,4,33,31,4,4,30,6,4,4,31,117,11,0,2022-07-04T09:08:13,5528,92.13963333333332,1656914900.8788118,2022-07-04T09:08:20,5527234,92.12056666666668,9344.572023018109
1656914905,372000,8250201,17,28,16,3,22,25,12,3,11,5,4,1,0,6,4,1,0,204,11,0,2022-07-04T09:08:25,5540,92.33953333333334,1656914914.838225,2022-07-04T09:08:34,5539228,92.32046666666666,9210.924511302817
1656914918,355000,8263184,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,59,11,0,2022-07-04T09:08:38,5553,92.55591666666666,1656914925.6785848,2022-07-04T09:08:45,5552211,92.53685,9066.942147232536
1656914930,321000,8275150,16,8,0,3,21,9,0,3,21,11,12,3,9,6,4,1,0,140,11,0,2022-07-04T09:08:50,5565,92.75534999999999,1656914939.77878,2022-07-04T09:08:59,5564177,92.73628333333333,8936.533873476379
1656914942,333000,8287162,16,26,4,3,9,4,4,1,0,5,4,1,0,6,4,1,0,223,11,0,2022-07-04T09:09:02,5577,92.95554999999999,1656914951.490553,2022-07-04T09:09:11,5576189,92.93648333333334,8806.089618170101
1656914955,324000,8300153,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,82,11,0,2022-07-04T09:09:15,5590,93.17206666666667,1656914965.9314969,2022-07-04T09:09:25,5589180,93.153,8666.329742442258
1656914967,316000,8312145,16,20,12,3,8,4,4,1,0,5,4,1,0,6,4,1,0,161,11,0,2022-07-04T09:09:27,5602,93.37193333333333,1656914976.7893999,2022-07-04T09:09:36,5601172,93.35286666666666,8538.582718560503
1656914980,323000,8325152,16,26,4,3,13,4,4,1,0,5,4,1,0,6,4,1,0,15,11,0,2022-07-04T09:09:40,5615,93.58871666666667,1656914987.798521,2022-07-04T09:09:47,5614179,93.56965,8398.053140224965
1656914994,320000,8339148,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,159,11,0,2022-07-04T09:09:54,5629,93.82199999999999,1656915002.070168,2022-07-04T09:10:02,5628175,93.80291666666668,8250.757592222377
1656915006,362000,8351190,16,8,0,3,32,4,4,1,0,5,4,1,0,6,4,1,0,247,11,0,2022-07-04T09:10:06,5641,94.0227,1656915012.8484359,2022-07-04T09:10:12,5640217,94.00361666666666,8126.321987666689
1656915018,357000,8363185,17,28,16,3,31,4,4,3,25,20,12,3,25,29,4,3,25,68,11,0,2022-07-04T09:10:18,5653,94.22261666666667,1656915027.029981,2022-07-04T09:10:27,5652212,94.20353333333334,8003.206805480407
1656915030,358000,8375186,17,28,16,3,26,20,12,3,23,5,4,0,0,6,4,1,0,151,11,0,2022-07-04T09:10:30,5665,94.42263333333334,1656915037.977932,2022-07-04T09:10:37,5664213,94.40355,7881.9541492721455
1656915042,373000,8387201,17,8,0,3,20,9,0,3,15,5,4,3,24,25,12,4,9,238,11,0,2022-07-04T09:10:42,5677,94.62288333333332,1656915052.179633,2022-07-04T09:10:52,5676228,94.6038,7760.842750381979
1656915055,359000,8400187,16,2,12,3,23,9,0,3,23,28,16,3,22,6,4,3,21,97,11,0,2022-07-04T09:10:55,5690,94.83931666666668,1656915063.489161,2022-07-04T09:11:03,5689214,94.82023333333333,7628.285577350395
1656915067,414000,8412242,19,10,4,3,26,18,4,3,25,30,4,3,25,5,4,3,24,176,11,0,2022-07-04T09:11:07,5702,95.04023333333333,1656915077.487725,2022-07-04T09:11:17,5701269,95.02115,7506.699041431903
1656915080,333000,8425160,17,2,12,1,0,4,4,1,0,5,4,0,0,6,4,1,0,30,11,0,2022-07-04T09:11:20,5715,95.25555,1656915088.418701,2022-07-04T09:11:28,5714187,95.23645,7378.7678368429215
1656915093,369000,8438197,16,17,4,3,25,4,4,1,0,5,4,1,0,6,4,1,0,146,11,0,2022-07-04T09:11:33,5728,95.47281666666666,1656915102.478164,2022-07-04T09:11:42,5727224,95.45373333333333,7253.659633851941
1656915105,367000,8450194,17,28,16,3,21,31,4,3,8,5,4,1,0,6,4,0,0,230,11,0,2022-07-04T09:11:45,5740,95.67278333333334,1656915113.142433,2022-07-04T09:11:53,5739221,95.65368333333332,7134.679168418505
1656915118,387000,8463214,19,18,4,3,28,15,4,3,23,12,12,3,22,13,4,3,22,83,11,0,2022-07-04T09:11:58,5753,95.88978333333333,1656915123.938817,2022-07-04T09:12:03,5752241,95.87068333333333,7008.460205325277
1656915129,355000,8474182,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,137,11,0,2022-07-04T09:12:09,5764,96.07258333333333,1656915138.1774359,2022-07-04T09:12:18,5763209,96.05348333333333,6903.322363738816
1656915141,354000,8486181,16,19,4,3,25,31,4,3,11,5,4,1,0,6,4,1,0,224,11,0,2022-07-04T09:12:21,5776,96.27256666666668,1656915149.199945,2022-07-04T09:12:29,5775208,96.25346666666665,6790.819220262016
1656915154,355000,8499182,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,82,11,0,2022-07-04T09:12:34,5789,96.48925,1656915163.1681519,2022-07-04T09:12:43,5788209,96.47015,6668.165467474098
1656915166,299000,8511125,14,28,16,3,24,4,4,1,0,5,4,1,0,6,4,0,0,161,11,0,2022-07-04T09:12:46,5801,96.68831666666667,1656915174.2082639,2022-07-04T09:12:54,5800152,96.6692,6555.880266044817
1656915179,358000,8524185,16,25,12,4,20,26,4,3,18,5,4,1,0,6,4,1,0,18,11,0,2022-07-04T09:12:59,5814,96.90596666666667,1656915188.867472,2022-07-04T09:13:08,5813212,96.88686666666668,6433.377866325289
1656915192,369000,8537195,16,31,4,3,21,4,4,3,21,18,4,3,10,6,4,3,21,134,11,0,2022-07-04T09:13:12,5827,97.12281666666667,1656915199.618048,2022-07-04T09:13:19,5826222,97.10369999999999,6309.246682787245
1656915205,331000,8550158,14,29,4,3,26,4,4,1,0,5,4,4,22,6,4,1,0,245,11,0,2022-07-04T09:13:25,5840,97.33885000000001,1656915213.738421,2022-07-04T09:13:33,5839185,97.31975000000001,6192.131304116681
1656915218,407000,8563234,19,27,4,3,43,30,4,3,42,31,4,4,41,7,4,3,38,100,11,0,2022-07-04T09:13:38,5853,97.55678333333334,1656915224.467053,2022-07-04T09:13:44,5852261,97.53768333333333,6072.213954678384
1656915230,347000,8575174,15,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,182,11,0,2022-07-04T09:13:50,5865,97.75578333333333,1656915238.657428,2022-07-04T09:13:58,5864201,97.73668333333333,5967.323329093696
1656915243,318000,8588145,16,2,12,1,0,4,4,1,0,5,4,1,0,6,4,1,0,41,11,0,2022-07-04T09:14:03,5878,97.97196666666667,1656915249.597301,2022-07-04T09:14:09,5877172,97.95286666666667,5855.000096258027
1656915254,341000,8599168,16,12,12,4,21,18,4,3,15,5,4,1,0,6,4,1,0,96,11,0,2022-07-04T09:14:14,5889,98.15568333333334,1656915263.8371968,2022-07-04T09:14:23,5888195,98.13658333333333,5759.092555652602
1656915266,342000,8611169,15,18,4,3,12,30,4,3,12,5,4,1,0,6,4,1,0,178,11,0,2022-07-04T09:14:26,5901,98.3557,1656915274.656956,2022-07-04T09:14:34,5900196,98.3366,5657.149383035728
1656915279,347000,8624175,16,31,4,3,18,4,4,1,0,5,4,1,0,6,4,1,0,34,11,0,2022-07-04T09:14:39,5914,98.57244999999999,1656915285.507297,2022-07-04T09:14:45,5913202,98.55336666666668,5543.342743949561
1656915291,348000,8636176,16,31,4,2,28,4,4,1,0,5,4,1,0,6,4,1,0,121,11,0,2022-07-04T09:14:51,5926,98.77246666666666,1656915300.008204,2022-07-04T09:15:00,5925203,98.75338333333335,5442.149440148299
1656915304,381000,8649209,20,8,0,3,43,14,4,3,41,12,12,3,40,10,4,3,37,231,11,0,2022-07-04T09:15:04,5939,98.98968333333333,1656915314.556905,2022-07-04T09:15:14,5938236,98.9706,5335.79321537341
1656915329,361000,8674189,16,12,12,3,30,20,12,3,21,5,4,4,28,6,4,1,0,170,11,0,2022-07-04T09:15:29,5964,99.40601666666666,1656915336.616344,2022-07-04T09:15:36,5963216,99.38693333333335,5129.061578387101
1656915366,341000,8711169,16,20,12,4,28,25,12,4,28,29,4,4,24,5,4,4,26,189,11,0,2022-07-04T09:16:06,6001,100.02235,1656915375.758229,2022-07-04T09:16:15,6000196,100.00326666666666,4822.076371122079
1656915400,353000,8745182,16,11,12,4,28,12,12,3,26,20,12,2,26,25,12,4,26,130,11,0,2022-07-04T09:16:40,6035,100.58921666666667,1656915410.186193,2022-07-04T09:16:50,6034209,100.57015,4497.454901334516
1656915413,386000,8758216,16,12,13,4,30,29,4,4,26,5,4,4,28,31,4,4,26,244,11,0,2022-07-04T09:16:53,6048,100.80643333333335,1656915420.4343128,2022-07-04T09:17:00,6047243,100.78738333333334,4413.51135186774
1656915425,401000,8770228,16,12,13,4,28,25,13,4,27,5,4,4,29,29,4,4,26,71,11,0,2022-07-04T09:17:05,6060,101.00668333333333,1656915434.336336,2022-07-04T09:17:14,6059255,100.98758333333333,4332.072192951922
1656915437,323000,8782151,14,28,16,4,42,4,4,4,42,20,12,4,41,12,13,4,29,156,11,0,2022-07-04T09:17:17,6072,101.20538333333334,1656915445.065985,2022-07-04T09:17:25,6071178,101.1863,4234.471195007157
1656915449,337000,8794164,14,8,0,5,31,20,12,4,31,5,4,4,30,25,12,5,30,233,11,0,2022-07-04T09:17:29,6084,101.40561666666667,1656915458.638713,2022-07-04T09:17:38,6083191,101.38651666666667,4136.268241070109
1656915461,325000,8806152,15,20,12,3,33,4,4,4,32,28,16,3,30,29,4,4,27,60,11,0,2022-07-04T09:17:41,6096,101.60541666666667,1656915469.7756839,2022-07-04T09:17:49,6095179,101.58631666666666,4038.4642021090267
1656915474,449000,8819276,14,2,12,4,30,4,4,4,30,8,0,4,30,20,12,4,30,178,11,0,2022-07-04T09:17:54,6109,101.82414999999999,1656915483.956449,2022-07-04T09:18:03,6108303,101.80505,3927.6157358465393
1656915487,378000,8832206,15,8,0,4,36,25,12,4,36,28,16,4,36,29,4,4,27,35,11,0,2022-07-04T09:18:07,6122,102.03963333333333,1656915494.638864,2022-07-04T09:18:14,6121233,102.02055,3814.1445258976482
1656915499,382000,8844209,16,25,12,5,35,4,4,4,34,20,12,4,34,28,16,4,34,114,11,0,2022-07-04T09:18:19,6134,102.2397,1656915505.377141,2022-07-04T09:18:25,6133236,102.2206,3724.803688376236
1656915511,372000,8856200,16,8,0,4,34,4,4,4,34,20,12,4,34,25,12,4,34,197,11,0,2022-07-04T09:18:31,6146,102.43953333333334,1656915518.367548,2022-07-04T09:18:38,6145227,102.42045,3638.7232344678505
1656915521,395000,8866222,16,20,12,4,34,25,12,4,34,28,16,4,34,31,4,4,27,227,11,0,2022-07-04T09:18:41,6156,102.60658333333335,1656915529.2655568,2022-07-04T09:18:49,6155249,102.58748333333332,3562.023343253423
1656915542,389000,8887217,16,29,4,4,28,31,4,4,25,5,4,4,20,6,4,4,20,50,11,0,2022-07-04T09:19:02,6177,102.95648333333334,1656915553.0378559,2022-07-04T09:19:13,6176244,102.9374,3397.3581055816385
1656915568,365000,8913213,14,2,13,4,30,11,13,4,29,20,13,4,27,25,13,4,26,20,11,0,2022-07-04T09:19:28,6203,103.38941666666666,1656915577.72608,2022-07-04T09:19:37,6202240,103.37066666666666,3154.4775732411085
1656915577,360000,8922209,13,2,13,4,30,11,13,4,29,5,4,4,26,20,13,4,26,21,11,0,2022-07-04T09:19:37,6212,103.53933333333333,1656915587.6549358,2022-07-04T09:19:47,6211236,103.5206,3083.8252198400473
1656915603,365000,8948214,17,2,12,3,27,11,12,3,27,12,12,4,24,29,4,4,24,238,11,0,2022-07-04T09:20:03,6238,103.97274999999999,1656915612.115216,2022-07-04T09:20:12,6237241,103.95401666666666,2880.5327790177444
1656915610,325000,8955174,16,28,16,3,34,25,12,4,25,5,4,4,26,26,4,3,21,181,11,0,2022-07-04T09:20:10,6245,104.08874999999999,1656915622.6962569,2022-07-04T09:20:22,6244201,104.07001666666666,2827.5560187565375
1656915629,395000,8974244,16,25,13,4,28,29,4,4,27,31,4,4,26,18,4,4,21,211,11,0,2022-07-04T09:20:29,6264,104.40658333333334,1656915636.8116,2022-07-04T09:20:36,6263271,104.38785,2682.820171528155
1656915637,372000,8982220,16,25,13,4,31,29,4,4,27,31,4,4,23,18,4,4,22,176,11,0,2022-07-04T09:20:37,6272,104.53953333333334,1656915647.266408,2022-07-04T09:20:47,6271247,104.52078333333334,2623.9886439770466
1656915652,326000,8997175,15,29,4,4,25,20,12,4,24,5,4,4,23,31,4,4,23,88,11,0,2022-07-04T09:20:52,6287,104.78876666666666,1656915661.225132,2022-07-04T09:21:01,6286202,104.77003333333333,2509.249880687867
1656915663,364000,9008213,16,28,16,3,27,29,4,4,26,31,4,4,23,6,4,4,22,147,11,0,2022-07-04T09:21:03,6298,104.97273333333332,1656915671.1548438,2022-07-04T09:21:11,6297240,104.954,2427.7253003790825
1656915675,313000,9020161,13,25,12,4,29,29,4,4,27,31,4,4,26,6,4,4,22,233,11,0,2022-07-04T09:21:15,6310,105.17188333333334,1656915685.614897,2022-07-04T09:21:25,6309188,105.15313333333333,2341.8397943381196
1656915684,359000,9029208,13,20,13,4,26,12,13,4,25,5,4,4,25,25,13,4,25,226,11,0,2022-07-04T09:21:24,6319,105.32265000000001,1656915695.935108,2022-07-04T09:21:35,6318235,105.30391666666667,2276.000682459958
1656915698,297000,9043146,13,25,12,4,29,29,4,4,27,5,4,4,26,31,4,4,26,109,11,0,2022-07-04T09:21:38,6333,105.55494999999999,1656915706.8061,2022-07-04T09:21:46,6332173,105.53621666666666,2184.809014631637
1656915723,346000,9068195,13,2,13,4,31,11,13,4,28,20,13,4,28,29,4,4,27,54,11,0,2022-07-04T09:22:03,6358,105.97243333333333,1656915731.425024,2022-07-04T09:22:11,6357222,105.9537,2024.5542803015487
1656915735,354000,9080204,14,25,13,4,27,29,4,4,27,5,4,4,29,31,4,4,24,133,11,0,2022-07-04T09:22:15,6370,106.17256666666667,1656915744.5746489,2022-07-04T09:22:24,6369231,106.15384999999999,1938.619020371433
1656915747,368000,9092217,16,20,13,4,28,25,13,4,27,5,4,4,29,29,4,4,27,216,11,0,2022-07-04T09:22:27,6382,106.37280000000001,1656915755.274608,2022-07-04T09:22:35,6381244,106.35406666666667,1856.9609194338354
1656915759,397000,9104246,16,12,13,4,30,25,13,4,29,26,4,4,28,29,4,4,28,47,11,0,2022-07-04T09:22:39,6394,106.57328333333334,1656915768.967556,2022-07-04T09:22:48,6393273,106.55455,1773.9125730450432
1656915772,393000,9117242,16,26,4,2,31,12,13,4,29,5,4,4,30,25,13,4,29,156,11,0,2022-07-04T09:22:52,6407,106.78988333333334,1656915779.7553768,2022-07-04T09:22:59,6406269,106.77115,1684.1647705484547
1656915795,345000,9140194,15,20,13,4,30,25,13,4,28,5,4,4,28,29,4,4,27,37,11,0,2022-07-04T09:23:15,6430,107.17241666666668,1656915804.235112,2022-07-04T09:23:24,6429221,107.15368333333332,1526.9424251984506
1656915807,309000,9152158,14,9,0,3,30,29,4,4,28,5,4,4,25,25,12,4,25,123,11,0,2022-07-04T09:23:27,6442,107.37181666666667,1656915814.2848768,2022-07-04T09:23:34,6441185,107.35308333333334,1444.895335357432
1656915826,384000,9171233,16,25,13,4,29,29,4,4,27,5,4,4,28,31,4,4,26,147,11,0,2022-07-04T09:23:46,6461,107.68973333333334,1656915838.7571728,2022-07-04T09:23:58,6460260,107.671,1304.5943752643611
1656915842,336000,9187186,15,25,13,4,30,29,4,4,29,5,4,4,31,31,4,4,28,87,11,0,2022-07-04T09:24:02,6477,107.9556,1656915852.5547838,2022-07-04T09:24:12,6476213,107.93688333333333,1194.1758389936995
1656915855,379000,9200229,15,2,13,4,30,20,13,4,29,25,13,4,26,29,4,4,26,203,11,0,2022-07-04T09:24:15,6490,108.17298333333333,1656915863.035801,2022-07-04T09:24:23,6489256,108.15426666666667,1100.3928386309772
1656915867,393000,9212243,16,20,13,4,34,29,4,4,31,5,4,4,30,18,4,4,27,25,11,0,2022-07-04T09:24:27,6502,108.37321666666666,1656915873.767428,2022-07-04T09:24:33,6501270,108.3545,1016.0580761817499
