time_s,time_us,time_steady,num_vis,num_ch,satellites_total,satellites_with_ephs,satellites_with_alms,satellites_with_ephs_and_alms,sattelites_healthy,seq,srcSystem,srcComponent,time_gregorian,time_s_from_launch,mins_from_launch,log_timestamp,log_timestamp_gregorian,time_steady_from_launch,mins_steady_from_launch,baro_altitude
1656914183,843000,7528677,15,71,71,8,29,8,70,245,11,0,2022-07-04T08:56:23,4818,80.31405,1656914191.1952999,2022-07-04T08:56:31,4817704,80.29506666666666,22283.202375863464
1656914195,791000,7540626,15,71,71,8,29,8,70,75,11,0,2022-07-04T08:56:35,4830,80.51318333333333,1656914201.835104,2022-07-04T08:56:41,4829653,80.49421666666667,21870.479726478807
1656914204,838000,7549673,15,71,71,8,29,8,70,77,11,0,2022-07-04T08:56:44,4839,80.66396666666667,1656914214.6261759,2022-07-04T08:56:54,4838700,80.645,21553.720007198528
1656914225,811000,7570645,15,71,71,8,29,8,70,156,11,0,2022-07-04T08:57:05,4860,81.01351666666666,1656914235.695425,2022-07-04T08:57:15,4859672,80.99453333333332,20875.434816600453
1656914241,841000,7586676,15,71,71,8,29,8,70,97,11,0,2022-07-04T08:57:21,4876,81.28068333333334,1656914249.68656,2022-07-04T08:57:29,4875703,81.26171666666667,20390.415683351574
1656914252,818000,7597653,15,71,71,8,29,8,70,155,11,0,2022-07-04T08:57:32,4887,81.46363333333333,1656914260.155668,2022-07-04T08:57:40,4886680,81.44466666666668,20067.443746298548
1656914264,868000,7609703,15,71,71,8,29,8,70,243,11,0,2022-07-04T08:57:44,4899,81.66446666666667,1656914273.777704,2022-07-04T08:57:53,4898730,81.6455,19727.833795771225
1656914277,835000,7622669,15,71,71,8,29,8,70,90,11,0,2022-07-04T08:57:57,4912,81.88058333333333,1656914284.4054968,2022-07-04T08:58:04,4911696,81.8616,19367.14952598477
1656914301,839000,7646674,15,71,71,8,29,8,70,7,11,0,2022-07-04T08:58:21,4936,82.28065,1656914308.8253489,2022-07-04T08:58:28,4935701,82.26168333333334,18727.41389729458
1656914312,810000,7657644,15,71,71,8,29,8,70,61,11,0,2022-07-04T08:58:32,4947,82.46350000000001,1656914322.6965768,2022-07-04T08:58:42,4946671,82.44451666666667,18450.196793785868
1656914324,804000,7669639,15,71,71,8,29,8,70,141,11,0,2022-07-04T08:58:44,4959,82.6634,1656914333.046085,2022-07-04T08:58:53,4958666,82.64443333333334,18148.938656278213
1656914336,841000,7681675,15,71,71,8,29,8,70,226,11,0,2022-07-04T08:58:56,4971,82.86401666666667,1656914343.396952,2022-07-04T08:59:03,4970702,82.84503333333333,17855.212994326415
1656914348,839000,7693674,15,71,71,8,29,8,70,57,11,0,2022-07-04T08:59:08,4983,83.06398333333333,1656914357.138201,2022-07-04T08:59:17,4982701,83.04501666666667,17570.90084353605
1656914360,838000,7705671,15,71,71,8,29,8,70,144,11,0,2022-07-04T08:59:20,4995,83.26396666666666,1656914368.026021,2022-07-04T08:59:28,4994698,83.24496666666667,17290.843816521312
1656914372,817000,7717650,15,71,71,8,29,8,70,222,11,0,2022-07-04T08:59:32,5007,83.46361666666667,1656914381.6884968,2022-07-04T08:59:41,5006677,83.44461666666666,17017.89175073247
1656914384,803000,7729636,15,71,71,8,29,8,70,48,11,0,2022-07-04T08:59:44,5019,83.66338333333333,1656914392.2276208,2022-07-04T08:59:52,5018663,83.64438333333332,16749.28370098994
1656914396,799000,7741632,15,71,71,8,29,8,70,135,11,0,2022-07-04T08:59:56,5031,83.86331666666666,1656914406.047813,2022-07-04T09:00:06,5030659,83.84431666666666,16484.46914966682
1656914406,813000,7751646,15,71,71,8,29,8,70,165,11,0,2022-07-04T09:00:06,5041,84.03021666666667,1656914415.62778,2022-07-04T09:00:15,5040673,84.01121666666667,16267.82219354842
1656914413,898000,7758731,15,71,71,8,29,8,70,111,11,0,2022-07-04T09:00:13,5048,84.1483,1656914426.0180478,2022-07-04T09:00:26,5047758,84.1293,16116.285579705056
1656914431,818000,7776650,15,71,71,8,29,8,70,99,11,0,2022-07-04T09:00:31,5066,84.44696666666667,1656914439.91734,2022-07-04T09:00:39,5065677,84.42795,15745.395880283677
1656914442,841000,7787673,15,71,71,8,29,8,70,158,11,0,2022-07-04T09:00:42,5077,84.63068333333334,1656914450.813021,2022-07-04T09:00:50,5076700,84.61166666666666,15584.174683834754
1656914450,849000,7795681,15,71,71,6,29,6,70,131,11,0,2022-07-04T09:00:50,5085,84.76415,1656914464.641844,2022-07-04T09:01:04,5084708,84.74513333333333,15445.984766791222
1656914479,836000,7824667,15,71,71,6,29,6,70,178,11,0,2022-07-04T09:01:19,5114,85.24726666666668,1656914485.918172,2022-07-04T09:01:25,5113694,85.22823333333334,14941.546479319684
1656914491,809000,7836641,15,71,71,6,29,6,70,8,11,0,2022-07-04T09:01:31,5126,85.44681666666666,1656914499.787832,2022-07-04T09:01:39,5125668,85.42779999999999,14739.54279677524
1656914503,848000,7848679,15,71,71,6,29,6,70,96,11,0,2022-07-04T09:01:43,5138,85.64746666666666,1656914510.707525,2022-07-04T09:01:50,5137706,85.62843333333333,14540.349545689474
1656914514,839000,7859670,15,71,71,6,29,6,70,151,11,0,2022-07-04T09:01:54,5149,85.83065,1656914523.707845,2022-07-04T09:02:03,5148697,85.81161666666667,14356.945109809616
1656914526,825000,7871657,15,71,71,6,29,6,70,228,11,0,2022-07-04T09:02:06,5161,86.03041666666667,1656914534.558785,2022-07-04T09:02:14,5160684,86.01140000000001,14161.738906331735
1656914539,830000,7884661,15,71,71,6,29,6,70,88,11,0,2022-07-04T09:02:19,5174,86.24716666666667,1656914548.4396648,2022-07-04T09:02:28,5173688,86.22813333333333,13955.729331129012
1656914551,839000,7896670,15,71,71,6,29,6,70,175,11,0,2022-07-04T09:02:31,5186,86.44731666666667,1656914559.010812,2022-07-04T09:02:39,5185697,86.42828333333334,13769.351488264372
1656914563,823000,7908654,15,71,71,6,29,6,70,2,11,0,2022-07-04T09:02:43,5198,86.64705000000001,1656914569.849736,2022-07-04T09:02:49,5197681,86.62801666666665,13585.838299473113
1656914575,796000,7920627,15,71,71,6,29,6,70,80,11,0,2022-07-04T09:02:55,5210,86.84660000000001,1656914583.748224,2022-07-04T09:03:03,5209654,86.82756666666667,13411.62656231584
1656914587,806000,7932637,15,71,71,6,29,6,70,167,11,0,2022-07-04T09:03:07,5222,87.04676666666666,1656914594.709105,2022-07-04T09:03:14,5221664,87.02773333333333,13233.993239259415
1656914600,809000,7945640,15,71,71,6,29,6,70,27,11,0,2022-07-04T09:03:20,5235,87.26348333333334,1656914608.550036,2022-07-04T09:03:28,5234667,87.24445,13046.78379102763
1656914610,846000,7955677,15,71,71,6,29,6,70,54,11,0,2022-07-04T09:03:30,5245,87.43076666666666,1656914619.1984248,2022-07-04T09:03:39,5244704,87.41173333333333,12903.40168278374
1656914622,875000,7967706,15,71,71,6,29,6,70,133,11,0,2022-07-04T09:03:42,5257,87.63125,1656914632.9293358,2022-07-04T09:03:52,5256733,87.61221666666667,12732.639490691989
1656914630,831000,7975662,15,71,71,6,29,6,70,103,11,0,2022-07-04T09:03:50,5265,87.76385,1656914642.608505,2022-07-04T09:04:02,5264689,87.74481666666667,12617.964416232033
1656914645,817000,7990648,15,71,71,6,29,6,70,20,11,0,2022-07-04T09:04:05,5280,88.01361666666666,1656914653.4297369,2022-07-04T09:04:13,5279675,87.99458333333334,12403.354537326815
1656914669,821000,8014652,15,71,71,6,29,6,70,188,11,0,2022-07-04T09:04:29,5304,88.41368333333334,1656914677.308477,2022-07-04T09:04:37,5303679,88.39465,12067.976589772534
1656914681,806000,8026637,15,71,71,6,29,6,70,12,11,0,2022-07-04T09:04:41,5316,88.61343333333333,1656914691.460381,2022-07-04T09:04:51,5315664,88.5944,11909.014724273651
1656914694,821000,8039651,15,71,71,6,29,6,70,128,11,0,2022-07-04T09:04:54,5329,88.83035,1656914703.160241,2022-07-04T09:05:03,5328678,88.8113,11738.520995225894
1656914706,864000,8051694,15,71,71,6,29,6,70,216,11,0,2022-07-04T09:05:06,5341,89.03106666666666,1656914717.182268,2022-07-04T09:05:17,5340721,89.01201666666665,11581.834834870348
1656914719,819000,8064650,15,71,71,6,29,6,70,68,11,0,2022-07-04T09:05:19,5354,89.24698333333335,1656914727.8989558,2022-07-04T09:05:27,5353677,89.22794999999999,11414.118726587038
1656914731,811000,8076641,15,71,71,6,29,6,70,148,11,0,2022-07-04T09:05:31,5366,89.44685,1656914738.628913,2022-07-04T09:05:38,5365668,89.42779999999999,11258.814547260468
1656914744,847000,8089677,15,71,71,6,29,6,70,8,11,0,2022-07-04T09:05:44,5379,89.66411666666666,1656914752.9287329,2022-07-04T09:05:52,5378704,89.64506666666666,11093.27741171571
1656914756,843000,8101673,15,71,71,6,29,6,70,95,11,0,2022-07-04T09:05:56,5391,89.86404999999999,1656914763.809424,2022-07-04T09:06:03,5390700,89.845,10943.97505827072
1656914768,826000,8113656,15,71,71,6,29,6,70,175,11,0,2022-07-04T09:06:08,5403,90.06376666666667,1656914778.178817,2022-07-04T09:06:18,5402683,90.04471666666667,10799.08383140104
1656914781,846000,8126676,15,71,71,6,29,6,70,29,11,0,2022-07-04T09:06:21,5416,90.28076666666666,1656914789.17976,2022-07-04T09:06:29,5415703,90.26171666666667,10642.125184140974
1656914794,803000,8139632,15,71,71,6,29,6,70,144,11,0,2022-07-04T09:06:34,5429,90.49671666666667,1656914803.278705,2022-07-04T09:06:43,5428659,90.47765,10486.783647974544
1656914805,829000,8150659,15,71,71,6,29,6,70,203,11,0,2022-07-04T09:06:45,5440,90.68048333333333,1656914813.458433,2022-07-04T09:06:53,5439686,90.66143333333333,10357.167245660186
1656914819,803000,8164633,15,71,71,6,29,6,70,82,11,0,2022-07-04T09:06:59,5454,90.91338333333333,1656914828.20094,2022-07-04T09:07:08,5453660,90.89433333333334,10192.84052376989
1656914831,843000,8176672,15,71,71,6,29,6,70,165,11,0,2022-07-04T09:07:11,5466,91.11404999999999,1656914839.0096369,2022-07-04T09:07:19,5465699,91.09498333333333,10051.662761536069
1656914844,811000,8189641,15,71,71,6,29,6,70,24,11,0,2022-07-04T09:07:24,5479,91.33018333333332,1656914849.968564,2022-07-04T09:07:29,5478668,91.31113333333333,9898.929997993348
1656914856,853000,8201682,15,71,71,6,29,6,70,112,11,0,2022-07-04T09:07:36,5491,91.53088333333334,1656914864.0485399,2022-07-04T09:07:44,5490709,91.51181666666666,9761.514449610017
1656914868,827000,8213656,15,71,71,6,29,6,70,191,11,0,2022-07-04T09:07:48,5503,91.73045,1656914875.158537,2022-07-04T09:07:55,5502683,91.71138333333333,9623.813532473903
1656914880,819000,8225649,15,71,71,6,29,6,70,15,11,0,2022-07-04T09:08:00,5515,91.93031666666667,1656914889.5986,2022-07-04T09:08:09,5514676,91.91126666666668,9487.711141758102
1656914892,822000,8237652,15,71,71,6,29,6,70,102,11,0,2022-07-04T09:08:12,5527,92.13036666666667,1656914900.8788118,2022-07-04T09:08:20,5526679,92.11131666666667,9350.767455443793
1656914905,837000,8250666,15,71,71,6,29,6,70,218,11,0,2022-07-04T09:08:25,5540,92.34728333333334,1656914915.5584838,2022-07-04T09:08:35,5539693,92.32821666666668,9205.74307950795
1656914917,836000,8262665,15,71,71,6,29,6,70,42,11,0,2022-07-04T09:08:37,5552,92.54726666666667,1656914925.6785848,2022-07-04T09:08:45,5551692,92.5282,9072.578865615906
1656914930,824000,8275653,15,71,71,6,29,6,70,151,11,0,2022-07-04T09:08:50,5565,92.76373333333332,1656914940.388309,2022-07-04T09:09:00,5564680,92.74466666666667,8931.020836610616
1656914942,849000,8287678,15,71,71,6,29,6,70,238,11,0,2022-07-04T09:09:02,5577,92.96415,1656914951.490553,2022-07-04T09:09:11,5576705,92.94508333333333,8800.48977959626
1656914955,827000,8300655,15,71,71,6,29,6,70,93,11,0,2022-07-04T09:09:15,5590,93.18045000000001,1656914965.9314969,2022-07-04T09:09:25,5589682,93.16136666666667,8660.999463060458
1656914968,837000,8313666,15,71,71,6,29,6,70,200,11,0,2022-07-04T09:09:28,5603,93.39728333333333,1656914976.7893999,2022-07-04T09:09:36,5602693,93.37821666666667,8522.17384564958
1656914980,838000,8325666,15,71,71,6,29,6,70,30,11,0,2022-07-04T09:09:40,5615,93.59729999999999,1656914987.798521,2022-07-04T09:09:47,5614693,93.57821666666668,8392.468064727027
1656914994,834000,8339662,15,71,71,6,29,6,70,174,11,0,2022-07-04T09:09:54,5629,93.83056666666667,1656915002.070168,2022-07-04T09:10:02,5628689,93.81148333333334,8245.446387031296
1656915005,844000,8350673,15,71,71,6,29,6,70,229,11,0,2022-07-04T09:10:05,5640,94.01406666666666,1656915012.8484359,2022-07-04T09:10:12,5639700,93.99499999999999,8131.675006808785
1656915018,860000,8363688,15,71,71,6,29,6,70,79,11,0,2022-07-04T09:10:18,5653,94.231,1656915027.029981,2022-07-04T09:10:27,5652715,94.21191666666667,7998.110559611607
1656915030,824000,8375652,15,71,71,6,29,6,70,165,11,0,2022-07-04T09:10:30,5665,94.43039999999999,1656915037.977932,2022-07-04T09:10:37,5664679,94.41131666666666,7877.271609942379
1656915041,816000,8386644,15,71,71,6,29,6,70,223,11,0,2022-07-04T09:10:41,5676,94.61359999999999,1656915052.179633,2022-07-04T09:10:52,5675671,94.59451666666668,7766.470715217819
1656915056,835000,8401663,15,71,71,6,29,6,70,135,11,0,2022-07-04T09:10:56,5691,94.86391666666667,1656915063.489161,2022-07-04T09:11:03,5690690,94.84483333333333,7613.032846624699
1656915068,888000,8413715,15,71,71,6,29,6,70,215,11,0,2022-07-04T09:11:08,5703,95.0648,1656915077.487725,2022-07-04T09:11:17,5702742,95.0457,7491.930959141123
1656915081,822000,8426649,15,71,71,6,29,6,70,73,11,0,2022-07-04T09:11:21,5716,95.28036666666667,1656915088.418701,2022-07-04T09:11:28,5715676,95.26126666666667,7364.377506437821
1656915092,812000,8437639,15,71,71,6,29,6,70,131,11,0,2022-07-04T09:11:32,5727,95.46353333333333,1656915102.478164,2022-07-04T09:11:42,5726666,95.44443333333334,7259.091975532276
1656915105,818000,8450645,15,71,71,6,29,6,70,240,11,0,2022-07-04T09:11:45,5740,95.6803,1656915113.142433,2022-07-04T09:11:53,5739672,95.6612,7130.078444388895
1656915117,918000,8462745,15,71,71,6,29,6,70,66,11,0,2022-07-04T09:11:57,5752,95.88196666666666,1656915123.938817,2022-07-04T09:12:03,5751772,95.86286666666666,7012.9525422969355
1656915129,820000,8474647,15,71,71,6,29,6,70,151,11,0,2022-07-04T09:12:09,5764,96.08033333333333,1656915138.1774359,2022-07-04T09:12:18,5763674,96.06123333333333,6898.860476476223
1656915141,818000,8486645,15,71,71,6,29,6,70,238,11,0,2022-07-04T09:12:21,5776,96.2803,1656915149.199945,2022-07-04T09:12:29,5775672,96.26119999999999,6786.483779857596
1656915153,836000,8498663,15,71,71,6,29,6,70,65,11,0,2022-07-04T09:12:33,5788,96.48060000000001,1656915163.1681519,2022-07-04T09:12:43,5787690,96.46149999999999,6673.140482441506
1656915166,799000,8511626,15,71,71,6,29,6,70,172,11,0,2022-07-04T09:12:46,5801,96.69665,1656915174.2082639,2022-07-04T09:12:54,5800653,96.67755000000001,6551.282295760197
1656915180,842000,8525669,15,71,71,6,29,6,70,61,11,0,2022-07-04T09:13:00,5815,96.93069999999999,1656915188.867472,2022-07-04T09:13:08,5814696,96.91159999999999,6418.8085426709495
1656915193,853000,8538680,15,71,71,6,29,6,70,177,11,0,2022-07-04T09:13:13,5828,97.14755,1656915199.618048,2022-07-04T09:13:19,5827707,97.12845,6295.705402676564
1656915205,784000,8550610,15,71,71,6,29,6,70,255,11,0,2022-07-04T09:13:25,5840,97.34639999999999,1656915213.738421,2022-07-04T09:13:33,5839637,97.32728333333333,6188.133756446842
1656915217,889000,8562716,15,71,71,6,29,6,70,82,11,0,2022-07-04T09:13:37,5852,97.54815,1656915224.467053,2022-07-04T09:13:44,5851743,97.52905000000001,6076.747875181382
1656915230,812000,8575639,15,71,71,6,29,6,70,196,11,0,2022-07-04T09:13:50,5865,97.76353333333333,1656915238.657428,2022-07-04T09:13:58,5864666,97.74443333333333,5963.218261425172
1656915242,813000,8587640,15,71,71,6,29,6,70,27,11,0,2022-07-04T09:14:02,5877,97.96355,1656915249.597301,2022-07-04T09:14:09,5876667,97.94445,5859.395514419788
1656915253,823000,8598650,15,71,71,6,29,6,70,79,11,0,2022-07-04T09:14:13,5888,98.14705000000001,1656915263.8371968,2022-07-04T09:14:23,5887677,98.12795,5763.5970344288135
1656915266,795000,8611622,15,71,71,6,29,6,70,188,11,0,2022-07-04T09:14:26,5901,98.36325000000001,1656915274.656956,2022-07-04T09:14:34,5900649,98.34415,5653.10436560132
1656915278,842000,8623670,15,71,71,6,29,6,70,20,11,0,2022-07-04T09:14:38,5913,98.56403333333333,1656915285.507297,2022-07-04T09:14:45,5912697,98.54495,5547.590065833054
1656915290,843000,8635671,15,71,71,6,29,6,70,107,11,0,2022-07-04T09:14:50,5925,98.76405,1656915300.5476239,2022-07-04T09:15:00,5924698,98.74496666666667,5446.284479583042
1656915304,883000,8649711,15,71,71,6,29,6,70,242,11,0,2022-07-04T09:15:04,5939,98.99804999999999,1656915314.556905,2022-07-04T09:15:14,5938738,98.97896666666666,5331.734134403184
1656915329,825000,8674653,15,71,71,6,29,6,70,184,11,0,2022-07-04T09:15:29,5964,99.41375,1656915336.616344,2022-07-04T09:15:36,5963680,99.39466666666667,5125.318993116217
1656915366,856000,8711685,15,71,71,6,29,6,70,204,11,0,2022-07-04T09:16:06,6001,100.03093333333332,1656915375.758229,2022-07-04T09:16:15,6000712,100.01186666666668,4817.82006140915
1656915390,909000,8735738,15,71,71,6,29,6,70,123,11,0,2022-07-04T09:16:30,6025,100.43181666666666,1656915396.4769359,2022-07-04T09:16:36,6024765,100.41275,4619.921148348019
1656915400,857000,8745686,15,71,71,6,29,6,70,141,11,0,2022-07-04T09:16:40,6035,100.59761666666667,1656915410.186193,2022-07-04T09:16:50,6034713,100.57854999999999,4493.257954229902
1656915413,839000,8758668,15,71,71,6,29,6,70,254,11,0,2022-07-04T09:16:53,6048,100.81398333333333,1656915420.4343128,2022-07-04T09:17:00,6047695,100.79491666666667,4411.260762812585
1656915424,843000,8769670,15,71,71,6,29,6,70,56,11,0,2022-07-04T09:17:04,6059,100.99738333333333,1656915434.336336,2022-07-04T09:17:14,6058697,100.97828333333334,4336.722786309377
1656915437,827000,8782654,15,71,71,6,29,6,70,167,11,0,2022-07-04T09:17:17,6072,101.21378333333334,1656915445.065985,2022-07-04T09:17:25,6071681,101.19468333333333,4230.351477279151
1656915448,817000,8793644,15,71,71,6,29,6,70,215,11,0,2022-07-04T09:17:28,6083,101.39695,1656915458.638713,2022-07-04T09:17:38,6082671,101.37785000000001,4140.518743487897
1656915461,840000,8806668,15,71,71,6,29,6,70,75,11,0,2022-07-04T09:17:41,6096,101.614,1656915469.7756839,2022-07-04T09:17:49,6095695,101.59491666666666,4034.3149035179586
1656915474,913000,8819740,15,71,71,6,29,6,70,192,11,0,2022-07-04T09:17:54,6109,101.83188333333332,1656915483.956449,2022-07-04T09:18:03,6108767,101.81278333333333,3923.470145478505
1656915486,859000,8831687,15,71,71,6,29,6,70,18,11,0,2022-07-04T09:18:06,6121,102.03098333333334,1656915494.638864,2022-07-04T09:18:14,6120714,102.0119,3817.8263535639253
1656915499,835000,8844662,15,71,71,6,29,6,70,124,11,0,2022-07-04T09:18:19,6134,102.24725,1656915505.377141,2022-07-04T09:18:25,6133689,102.22815,3721.2114691392117
1656915512,861000,8857689,15,71,71,6,29,6,70,240,11,0,2022-07-04T09:18:32,6147,102.46435,1656915518.966604,2022-07-04T09:18:38,6146716,102.44526666666667,3627.3806178128775
1656915522,883000,8867710,15,71,71,6,29,6,70,14,11,0,2022-07-04T09:18:42,6157,102.63138333333333,1656915529.865445,2022-07-04T09:18:49,6156737,102.61228333333334,3550.495014349916
1656915534,875000,8879703,15,71,71,6,29,6,70,96,11,0,2022-07-04T09:18:54,6169,102.83125,1656915543.656225,2022-07-04T09:19:03,6168730,102.81216666666666,3457.5222602383724
1656915542,841000,8887669,15,71,71,6,29,6,70,60,11,0,2022-07-04T09:19:02,6177,102.96401666666667,1656915553.777937,2022-07-04T09:19:13,6176696,102.94493333333334,3393.7389682506755
1656915568,829000,8913677,15,71,71,6,29,6,70,34,11,0,2022-07-04T09:19:28,6203,103.39715,1656915578.295349,2022-07-04T09:19:38,6202704,103.3784,3150.822222936387
1656915578,833000,8923681,15,71,71,6,29,6,70,60,11,0,2022-07-04T09:19:38,6213,103.56388333333332,1656915588.776424,2022-07-04T09:19:48,6212708,103.54513333333333,3072.333030531095
1656915592,838000,8937686,15,71,71,6,29,6,70,194,11,0,2022-07-04T09:19:52,6227,103.79729999999999,1656915602.512264,2022-07-04T09:20:02,6226713,103.77855,2961.222924547021
1656915604,804000,8949653,15,71,71,6,29,6,70,24,11,0,2022-07-04T09:20:04,6239,103.99673333333334,1656915613.2166848,2022-07-04T09:20:13,6238680,103.97800000000001,2869.5817391162627
1656915617,847000,8962695,15,71,71,6,29,6,70,140,11,0,2022-07-04T09:20:17,6252,104.21411666666667,1656915627.0565999,2022-07-04T09:20:27,6251722,104.19536666666666,2770.291062230792
1656915630,871000,8975720,15,71,71,6,29,6,70,249,11,0,2022-07-04T09:20:30,6265,104.43118333333334,1656915637.825305,2022-07-04T09:20:37,6264747,104.41245,2672.38817046076
1656915637,873000,8982722,15,71,71,6,29,6,70,187,11,0,2022-07-04T09:20:37,6272,104.54788333333333,1656915651.525193,2022-07-04T09:20:51,6271749,104.52915,2620.2240867445807
1656915677,958000,9022807,15,71,71,6,29,6,70,46,11,0,2022-07-04T09:21:17,6312,105.21596666666666,1656915686.1852,2022-07-04T09:21:26,6311834,105.19723333333333,2322.1850772550197
1656915683,838000,9028687,15,71,71,6,29,6,70,209,11,0,2022-07-04T09:21:23,6318,105.31396666666666,1656915695.935108,2022-07-04T09:21:35,6317714,105.29523333333333,2279.7209726775386
1656915698,813000,9043662,15,71,71,6,29,6,70,124,11,0,2022-07-04T09:21:38,6333,105.56355,1656915710.504869,2022-07-04T09:21:50,6332689,105.54481666666668,2182.212213670975
1656915712,819000,9057668,15,71,71,6,29,6,70,12,11,0,2022-07-04T09:21:52,6347,105.79698333333334,1656915721.515228,2022-07-04T09:22:01,6346695,105.77825,2100.765645539249
1656915724,821000,9069670,15,71,71,6,29,6,70,92,11,0,2022-07-04T09:22:04,6359,105.99701666666667,1656915731.425024,2022-07-04T09:22:11,6358697,105.97828333333334,2013.8535460859475
1656915724,821000,9069670,15,71,71,6,29,6,70,92,11,0,2022-07-04T09:22:04,6359,105.99701666666667,1656915735.0528128,2022-07-04T09:22:15,6358697,105.97828333333334,2013.8535460859475
1656915735,857000,9080706,15,71,71,6,29,6,70,144,11,0,2022-07-04T09:22:15,6370,106.18095,1656915745.135392,2022-07-04T09:22:25,6369733,106.16221666666667,1935.1746080019918
1656915748,857000,9093706,15,71,71,6,29,6,70,3,11,0,2022-07-04T09:22:28,6383,106.39761666666666,1656915755.84686,2022-07-04T09:22:35,6382733,106.37888333333333,1846.7049478949136
1656915759,863000,9104712,15,71,71,6,29,6,70,61,11,0,2022-07-04T09:22:39,6394,106.58105,1656915769.6057088,2022-07-04T09:22:49,6393739,106.56231666666666,1770.6942384454167
1656915772,846000,9117695,15,71,71,6,29,6,70,166,11,0,2022-07-04T09:22:52,6407,106.79743333333333,1656915780.295557,2022-07-04T09:23:00,6406722,106.7787,1681.0366294364865
1656915795,861000,9140710,15,71,71,6,29,6,70,52,11,0,2022-07-04T09:23:15,6430,107.18101666666666,1656915804.235112,2022-07-04T09:23:24,6429737,107.16228333333333,1523.3363342361802
1656915808,832000,9153681,15,71,71,6,29,6,70,163,11,0,2022-07-04T09:23:28,6443,107.39720000000001,1656915814.965416,2022-07-04T09:23:34,6442708,107.37846666666665,1433.816703793841
1656915832,822000,9177671,15,71,71,6,29,6,70,72,11,0,2022-07-04T09:23:52,6467,107.79703333333333,1656915839.364444,2022-07-04T09:23:59,6466698,107.7783,1256.9651923541094
1656915843,826000,9188675,15,71,71,6,29,6,70,130,11,0,2022-07-04T09:24:03,6478,107.98043333333334,1656915853.094817,2022-07-04T09:24:13,6477702,107.96170000000001,1185.0364335208706
1656915855,833000,9200682,15,71,71,6,29,6,70,213,11,0,2022-07-04T09:24:15,6490,108.18055,1656915863.035801,2022-07-04T09:24:23,6489709,108.16181666666667,1097.2058915565701
1656915867,846000,9212696,15,71,71,6,29,6,70,35,11,0,2022-07-04T09:24:27,6502,108.38076666666666,1656915873.767428,2022-07-04T09:24:33,6501723,108.36205,1012.8781488145567
1656915878,848000,9223698,15,71,71,6,29,6,70,93,11,0,2022-07-04T09:24:38,6513,108.56413333333333,1656915887.4551718,2022-07-04T09:24:47,6512725,108.54541666666667,948.4970703125
